hour,Load (kW),Air Temp,SolRad_Hor,SolRad_Dif,WS_10m,RH
615,108.090927969587,15.17,245,67,8.48,64.05
616,108.197160598978,15.35,29,29,8.41,61.55
617,108.857652562862,15.48,0,0,8.07,58.85
618,109.998925895875,15.5,0,0,7.31,57.4
619,110.67,15.48,0,0,6.55,56.2
620,110.67,15.34,0,0,6.07,56.1
621,110.67,15.15,0,0,5.86,57.15
622,117.92,15.02,0,0,6.14,58.2
623,117.92,14.81,0,0,6.34,62.15
624,117.92,14.82,0,0,7.17,62.3
625,117.92,14.87,0,0,7.79,61.85
626,117.92,14.71,0,0,8.14,62.15
627,117.92,13.65,0,0,8.34,68.3
628,117.92,13.12,0,0,8.62,72.7
629,117.92,12.68,0,0,8.28,76.35
630,117.92,12.16,0,0,7.86,79
631,93.17,12.34,66,39,7.17,76.7
632,93.17,12.12,51,51,6.9,76.45
633,93.17,12.26,72,72,6.83,72.35
634,93.17,12.23,446,213,6.9,72.1
635,93.17,12.46,207,205,6.83,65.75
636,93.17,11.99,272,255,7.45,71.15
637,93.17,11.66,498,150,7.38,78.35
638,93.17,11.9,403,100,7.1,80.7
639,93.17,11.61,255,60,8.07,82.15
640,93.17,11.75,39,39,8.41,79.75
641,93.17,12.1,0,0,7.79,76.35
642,93.17,12.38,0,0,7.17,74.25
643,108.17,12.5,0,0,7.03,73
644,108.17,12.29,0,0,6.9,73.35
645,108.17,12.23,0,0,6.41,75.25
646,117.92,12.23,0,0,6.48,77.65
647,117.92,12.67,0,0,6.9,68.65
648,117.92,12.73,0,0,7.86,69
649,117.92,12.76,0,0,8.62,69.5
650,117.92,12.86,0,0,8.62,69.6
651,117.92,12.99,0,0,9.45,69.3
652,117.92,13.06,0,0,10,68.95
653,117.92,13.22,0,0,10.28,67
654,117.92,13.42,0,0,10.07,64.35
655,93.17,13.52,76,34,9.86,62.3
656,93.17,13.38,252,78,9.24,63
657,93.17,13.09,176,169,8.48,66.25
658,93.17,12.9,529,109,7.66,70.55
659,93.17,12.97,597,103,6.48,71.1
660,93.17,12.86,580,132,6.14,73.9
661,93.17,12.63,436,224,5.79,78.15
662,93.17,12.71,212,191,5.52,78
663,93.17,12.66,174,128,5.31,82.4
664,93.17,12.59,40,40,5.45,84.35
665,93.17,12.66,0,0,6.14,84.9
666,93.17,12.46,0,0,7.31,88.1
667,108.17,12.26,0,0,8.62,89.85
668,108.17,12.3,0,0,9.52,89.5
669,108.17,12.45,0,0,9.45,88.1
670,117.92,12.46,0,0,9.31,86.9
671,117.92,12.34,0,0,9.31,88.8
672,117.92,12.29,0,0,9.24,89.1
673,117.92,12.26,0,0,9.45,89
674,117.92,12.21,0,0,9.1,88.35
675,117.92,12.14,0,0,8.62,86.8
676,117.92,12.28,0,0,8.76,85.15
677,117.92,12.19,0,0,8.69,81.95
678,117.92,12.28,0,0,7.93,81
679,93.17,12.37,69,42,8.14,80.25
680,93.17,12.34,182,130,8.76,80.95
681,108.275160278209,12.09,334,188,8.62,85.5
682,108.57606241473,11.9,191,189,8,87.15
683,109.490745626334,12.12,114,114,6.34,81.8
684,109.030928068796,11.93,569,158,5.79,82.25
685,108.464778045811,11.56,80,80,5.31,84.05
686,107.983819069116,11.62,139,138,4.34,80.85
687,107.896214446791,11.77,191,126,3.59,75.8
688,107.959621242,12,33,33,3.52,72.05
689,107.916122408757,12.14,0,0,3.03,70.6
690,108.737990529377,12.32,0,0,2.41,68.25
691,110.67,12.56,0,0,2.34,66.15
692,110.67,12.72,0,0,2.97,66.05
693,110.67,12.82,0,0,3.03,66.85
694,117.92,13.08,0,0,3.59,65.45
695,117.92,12.93,0,0,4.69,63.55
696,117.92,13.16,0,0,5.1,63.3
697,117.92,13.41,0,0,7.03,64.1
698,117.92,13.72,0,0,8.21,63.05
699,117.92,14.02,0,0,8.21,61.95
700,117.92,14.32,0,0,7.93,60.9
701,117.92,14.57,0,0,8.28,59.65
702,117.92,14.86,0,0,8.48,59.15
703,93.17,14.9,60,44,8.41,60.8
704,93.17,14.3,200,128,9.17,67.95
705,108.265450343674,13.15,419,98,10.21,80.55
706,108.556901161019,12.96,221,214,10.21,87.75
707,109.538103979248,13.78,531,214,9.86,81.8
708,108.72871289802,14.3,586,139,10.34,73.55
709,108.263803128578,14.67,238,226,10.62,66.6
710,107.906093126327,15.04,161,158,11.38,64.3
711,107.808864067547,15.02,84,84,12.62,65.1
712,107.893873687786,14.66,43,43,13.1,68.65
713,108.196465290131,14.38,0,0,12.41,76.15
714,108.628595940792,14.77,0,0,12.9,73
715,110.67,15.23,0,0,13.66,68.7
716,110.67,15.12,0,0,14.41,69
717,110.67,15.21,0,0,15.1,67.8
718,117.92,15.16,0,0,15.31,67.85
719,117.92,15.12,0,0,15.59,68.7
720,117.92,15.09,0,0,16.21,69.05
721,117.92,15.36,0,0,14.76,66.85
722,117.92,15.59,0,0,14.21,69.9
723,117.92,15.59,0,0,14.21,73.7
724,117.92,15.58,0,0,14.34,75.5
725,117.92,15.72,0,0,14.48,75.35
726,117.92,15.91,0,0,14,75.05
727,93.17,16.3,45,41,13.72,73.05
728,93.17,16.38,147,128,13.59,74.55
729,108.528452354903,16.38,386,150,13.79,76
730,108.893289355881,16.4,471,207,14,76.7
731,109.669955560112,16.39,525,226,12.9,77.7
732,108.455027022324,16.34,577,159,12.76,77.9
733,108.098401476048,16.3,500,173,12.9,77.75
734,107.478330118112,16.26,420,102,12.9,77.35
735,107.139951596703,16.27,256,85,12.97,76.55
736,107.635115947965,16.32,33,33,12.9,75.15
737,108.074433453845,17.58,0,0,14.26,68.94
738,108.815846907887,17.23,0,0,14.19,69.59
739,110.67,16.87,0,0,14.12,70.24
740,110.67,16.52,0,0,14.05,70.89
741,110.67,16.16,0,0,13.97,71.55
742,117.92,15.81,0,0,13.9,72.2
743,117.92,15.45,0,0,13.83,72.85
744,117.92,15.1,0,0,13.76,73.5
745,117.92,14.74,0,0,13.69,74.16
746,117.92,14.39,0,0,13.62,74.81
747,117.92,14.03,0,0,13.55,75.46
748,117.92,13.68,0,0,13.47,76.11
749,117.92,13.32,0,0,13.4,76.77
750,117.92,12.97,0,0,13.33,77.42
751,93.17,12.61,19,19,13.26,78.07
752,93.17,12.26,39,39,13.19,78.72
753,111.512043407545,12.52,56,56,12.34,77.7
754,111.911846981813,12.42,81,81,12.69,78.45
755,115.378879902174,12.31,113,113,12.14,75.65
756,113.8269609552,12.18,97,97,12.34,76.55
757,112.811322686401,12.14,77,77,12.69,76.7
758,112.10918344547,12.19,79,79,13.31,76.85
759,111.817885851016,12.27,65,65,13.79,76.5
760,111.71487978327,12.36,42,39,14.62,76.25
761,112.331707384053,12.51,0,0,14.9,76.05
762,113.075992110102,12.75,0,0,15.45,75.15
763,110.67,12.93,0,0,15.52,74.85
764,110.67,12.94,0,0,15.38,74.75
765,110.67,13.13,0,0,15.31,73.95
766,117.92,13.55,0,0,14.48,71.8
767,117.92,13.13,0,0,12.21,76.85
768,117.92,13.37,0,0,11.31,75.85
769,117.92,13.68,0,0,9.86,73.15
770,117.92,13.89,0,0,10.41,72.5
771,117.92,13.81,0,0,11.52,74.1
772,117.92,13.62,0,0,11.79,78.1
773,117.92,13.68,0,0,11.1,78.95
774,117.92,13.71,0,0,10.48,79.8
775,93.17,13.64,14,14,10.14,81.45
776,93.17,13.78,52,52,10.07,80.65
777,110.405490992279,13.95,57,57,9.79,79.65
778,110.65043409116,13.91,95,95,9.38,79.95
779,111.460967148708,13.66,121,121,9.86,78.25
780,110.408751923576,13.58,97,97,10.76,77.8
781,109.460705646383,13.48,109,109,11.52,77.35
782,108.605209580106,13.49,84,84,12.21,77.55
783,108.119049580395,13.62,65,65,12.41,77.55
784,107.802423898313,13.71,11,11,12.76,77.9
785,108.385004160497,13.71,0,0,13.31,78.75
786,109.553213489045,13.65,0,0,13.24,79.2
787,110.67,13.86,0,0,13.24,77.1
788,110.67,13.96,0,0,12.41,76.4
789,110.67,13.78,0,0,11.59,79.6
790,117.92,13.97,0,0,10.41,80.25
791,117.92,14.75,0,0,10.55,80.25
792,117.92,14.68,0,0,10.07,82.5
793,117.92,14.59,0,0,10.07,82.6
794,117.92,14.44,0,0,9.86,83.45
795,117.92,14.39,0,0,9.17,83.6
796,117.92,14.28,0,0,8.41,83.45
797,117.92,14.17,0,0,7.86,84
798,117.92,14.05,0,0,7.86,85.25
799,93.17,14.08,37,36,8.76,83.85
800,93.17,13.98,32,32,10.14,83.85
801,93.17,13.66,48,48,11.66,86.75
802,93.17,13.5,49,49,13.45,86.55
803,93.17,12.96,54,54,14.69,83.8
804,93.17,12.86,54,54,14.9,82.85
805,93.17,12.76,56,56,15.45,81.15
806,93.17,12.72,38,38,15.59,78.75
807,93.17,12.76,34,34,15.59,77.2
808,93.17,12.69,15,15,15.45,76.05
809,93.17,12.52,0,0,15.17,76.8
810,93.17,12.42,0,0,14.97,78.1
811,108.17,12.37,0,0,14.69,77.8
812,108.17,12.28,0,0,14.28,78.5
813,108.17,12.21,0,0,13.86,78.6
814,117.92,12.34,0,0,13.59,76.45
815,117.92,12.84,0,0,13.45,72.15
816,117.92,12.71,0,0,13.17,72.35
817,117.92,12.57,0,0,13.1,73.7
818,117.92,12.41,0,0,13.1,76.65
819,117.92,12.27,0,0,12.9,78.5
820,117.92,12.19,0,0,12.83,78.75
821,117.92,12.05,0,0,12.69,78.7
822,117.92,12.02,0,0,12.34,77.5
823,93.17,12.07,63,50,11.93,74.5
824,93.17,12.24,173,139,11.45,72
825,93.17,12.59,321,211,10.97,69.05
826,93.17,12.74,515,177,10.69,68.05
827,93.17,12.71,419,302,10.48,68.5
828,93.17,12.67,333,291,10.21,68.75
829,93.17,12.66,502,196,10.21,68.65
830,93.17,12.78,375,181,9.93,67.55
831,93.17,12.95,150,133,9.72,65.9
832,93.17,13.11,42,40,9.38,64.55
833,93.17,13.27,0,0,9.03,63.5
834,93.17,13.36,0,0,8.97,63.4
835,108.17,13.35,0,0,8.97,64.15
836,108.17,13.24,0,0,8.97,65.45
837,108.17,13.07,0,0,8.76,67.4
838,117.92,12.87,0,0,8.41,69.3
839,117.92,12.41,0,0,7.31,73.85
840,117.92,12.32,0,0,6.62,74.1
841,117.92,12.3,0,0,6.55,73.7
842,117.92,12.32,0,0,6.83,73
843,117.92,12.33,0,0,6.9,72.75
844,117.92,12.37,0,0,6.97,72.35
845,117.92,12.42,0,0,7.03,72
846,117.92,12.48,0,0,7.31,71.35
847,93.17,12.53,66,52,7.24,70.95
848,93.17,12.72,43,43,7.31,68.9
849,109.189968868863,12.92,125,125,7.31,68.25
850,109.888625036822,13.05,92,92,6.9,67.75
851,111.406554501524,13.42,120,120,7.24,68.05
852,111.06150711677,13.5,122,122,7.17,66.55
853,110.655504137536,13.5,172,172,7.17,67.35
854,109.613636578495,13.34,131,131,7.52,69.25
855,109.86814536121,13.24,107,105,7.66,70.7
856,109.976503279499,13.21,67,53,7.79,71.55
857,109.968292072964,13.19,0,0,7.52,72.3
858,110.061479966465,13.19,0,0,7.1,72.5
859,110.67,13.21,0,0,6.69,73.25
860,110.67,13.19,0,0,6.62,74.9
861,110.67,13.13,0,0,6.97,75.4
862,117.92,13.12,0,0,7.03,75.9
863,117.92,12.84,0,0,7.79,78.95
864,117.92,12.84,0,0,7.45,78
865,117.92,12.86,0,0,6.69,77.2
866,117.92,12.84,0,0,6.48,76.95
867,117.92,12.85,0,0,6.41,76.75
868,117.92,12.88,0,0,6.14,75.25
869,117.92,12.99,0,0,5.93,74.5
870,117.92,13.1,0,0,6.07,74.1
871,93.17,13.26,64,53,6.21,73.5
872,93.17,13.38,228,132,6.14,73.3
873,109.69192461413,13.51,424,133,5.86,72.95
874,110.722080065278,13.73,454,248,5.66,72
875,113.189637314692,14.08,566,213,6.21,71.45
876,113.149855462019,14.17,483,287,6.07,71.1
877,112.672640318596,14.24,174,174,6.69,73.55
878,112.187441025291,13.78,167,164,7.45,81.4
879,112.040268311862,13.47,179,144,7.72,87.15
880,112.078630885354,13.53,74,56,7.59,88.9
881,112.086644335233,13.52,0,0,7.45,89.15
882,112.195666321912,13.51,0,0,7.38,89.2
883,110.67,13.49,0,0,7.79,88.8
884,110.67,13.7,0,0,8.07,87.65
885,110.67,13.89,0,0,8.28,86.5
886,117.92,13.87,0,0,9.45,85.65
887,117.92,13.56,0,0,10.21,86
888,117.92,13.84,0,0,9.45,82.9
889,117.92,14.39,0,0,8.28,79.3
890,117.92,14.57,0,0,7.31,76.55
891,117.92,14.32,0,0,6.21,77.45
892,117.92,13.64,0,0,6.41,81.3
893,117.92,13.38,0,0,7.17,81.55
894,117.92,13.39,0,0,7.79,79.3
895,93.17,13.46,99,45,8.07,78.15
896,93.17,13.59,168,141,8.41,77.85
897,110.957208273835,13.9,357,204,8.14,77.15
898,112.408991040697,14.32,551,145,7.79,76.85
899,115.82946271201,14.78,625,137,7.17,74.3
900,115.886731822766,14.81,633,126,7.66,74.7
901,114.944658131136,14.8,567,126,7.59,74.8
902,113.207915539728,14.85,448,114,7.17,74.2
903,113.387586120733,14.89,148,134,6.76,73.65
904,113.624219499356,14.97,59,53,6.62,73
905,113.653318128916,15,0,0,6.41,72.6
906,113.680796063271,15.04,0,0,6.07,72.45
907,110.67,15.06,0,0,5.38,72.2
908,110.67,15.07,0,0,4.34,72.15
909,110.67,15.03,0,0,3.52,72.75
910,117.92,14.99,0,0,2.55,73.1
911,117.92,15,0,0,2.41,71.2
912,117.92,14.92,0,0,1.79,71.8
913,117.92,14.81,0,0,1.52,72.45
914,117.92,14.74,0,0,1.31,73.05
915,117.92,14.7,0,0,0.76,73.95
916,117.92,14.73,0,0,0.9,74.55
917,117.92,14.8,0,0,1.66,74.35
918,117.92,14.9,0,0,2.83,73.85
919,93.17,15.01,76,56,4,73.5
920,93.17,15.19,151,136,5.1,72.1
921,110.720066967835,15.31,382,190,5.79,70.6
922,112.739691246959,15.42,556,146,6.55,69.55
923,114.043121648186,15.61,606,175,6.28,69.25
924,114.07174552148,15.57,610,171,7.03,69.65
925,112.814262368713,15.48,572,127,7.45,70.65
926,113.025543815419,15.48,457,106,8.07,69.75
927,112.601086543988,15.46,203,149,8.48,68.85
928,112.029451622818,15.48,42,41,8.62,67.25
929,112.373218863505,15.52,0,0,8.62,66.15
930,113.050666273277,15.67,0,0,8.62,64.1
931,110.67,15.78,0,0,8.69,64
932,110.67,15.93,0,0,8.83,63.35
933,110.67,16.03,0,0,8.76,63.05
934,117.92,16.13,0,0,8.83,62.6
935,117.92,16.18,0,0,7.79,66.45
936,117.92,16.12,0,0,8.34,68.3
937,117.92,16.05,0,0,8.83,70.3
938,117.92,16.03,0,0,9.17,71.45
939,117.92,16.06,0,0,9.79,72.1
940,117.92,15.94,0,0,9.93,74.55
941,117.92,15.89,0,0,10.14,75.55
942,117.92,15.97,0,0,10.28,75
943,93.17,15.98,80,58,10.55,75.45
944,93.17,15.87,247,131,10.69,76.85
945,110.015113734676,15.77,447,122,10.69,78.45
946,111.156647489152,15.53,530,190,10.21,81.2
947,112.408188556112,15.91,555,244,8.48,80.15
948,110.583309934072,15.85,343,302,7.86,80.25
949,109.380199228109,15.81,307,272,7.59,77.45
950,108.826890267952,15.84,336,224,7.45,73.5
951,107.822106464956,15.84,244,138,7.86,71.85
952,107.497703622162,15.76,103,56,8.48,71.3
953,107.706202635237,15.7,0,0,8.83,72.35
954,109.364389362965,15.63,0,0,8.76,72.35
955,110.67,15.54,0,0,8.55,70.3
956,110.67,15.54,0,0,8.62,69.05
957,110.67,15.58,0,0,9.66,68.1
958,117.92,15.65,0,0,9.79,68
959,117.92,15.51,0,0,9.59,68.55
960,117.92,15.59,0,0,9.86,68.6
961,117.92,15.75,0,0,9.17,67.8
962,117.92,15.96,0,0,8.48,67.25
963,117.92,16.02,0,0,7.86,67.65
964,117.92,16.09,0,0,7.66,67.7
965,117.92,16.13,0,0,7.45,69.05
966,117.92,16.17,0,0,6.69,69.6
967,93.17,16.18,108,49,5.93,69.8
968,93.17,16.22,275,110,5.66,70.1
969,93.17,16.22,438,140,6.21,72.35
970,93.17,16.23,568,142,7.31,73.4
971,93.17,16.27,612,182,7.45,70.95
972,93.17,16.27,616,176,7.59,72.05
973,93.17,16.27,534,195,7.45,73.35
974,93.17,16.28,330,229,7.03,74.55
975,93.17,16.3,198,153,6.48,75.2
976,93.17,16.28,61,56,6.28,76.25
977,93.17,16.29,0,0,6.28,76.7
978,93.17,16.33,0,0,5.79,76.85
979,108.17,16.33,0,0,5.52,77.4
980,108.17,16.32,0,0,5.38,78.5
981,108.17,16.28,0,0,5.52,79.4
982,117.92,16.23,0,0,5.72,80
983,117.92,16.05,0,0,5.03,76.65
984,117.92,15.92,0,0,4.48,78.85
985,117.92,15.77,0,0,4.41,81.6
986,117.92,15.66,0,0,4.69,84
987,117.92,15.59,0,0,5.1,85.4
988,117.92,15.61,0,0,5.31,85.6
989,117.92,15.65,0,0,5.52,85.2
990,117.92,15.77,0,0,5.66,84.25
991,93.17,15.94,0,0,5.52,82.55
992,93.17,16.19,0,0,5.17,80.4
993,93.17,16.4,466,107,4.62,79.2
994,93.17,16.61,589,116,4.28,77.85
995,93.17,16.42,651,126,4.14,78.45
996,93.17,16.57,653,127,4.21,77.85
997,93.17,16.68,590,122,3.86,78.05
998,93.17,16.78,472,108,3.59,78.15
999,93.17,16.8,301,96,3.38,79.75
1000,93.17,16.71,92,65,3.59,81.75
1001,93.17,16.59,0,0,4,83.8
1002,93.17,16.54,0,0,4.41,84.95
1003,108.17,16.55,0,0,4.62,85.2
1004,108.17,16.57,0,0,4.34,85.15
1005,108.17,16.62,0,0,3.79,84.65
1006,117.92,16.66,0,0,3.38,83.55
1007,117.92,16.29,0,0,2.97,84.7
1008,117.92,16.31,0,0,3.03,83.4
1009,117.92,16.45,0,0,3.1,80.25
1010,117.92,16.8,0,0,3.52,72.95
1011,117.92,17.09,0,0,5.03,68
1012,117.92,17.2,0,0,6.34,67.3
1013,117.92,17.14,0,0,7.31,69.2
1014,117.92,17.07,0,0,7.72,70.8
1015,93.17,17.02,114,51,7.66,71.15
1016,93.17,17.04,303,88,7.72,70.8
1017,108.359883546493,17.07,470,107,7.79,70.55
1018,108.519653893173,17.04,591,122,8.28,71.1
1019,109.231265009758,16.95,649,139,9.03,72.9
1020,108.626549472058,16.82,651,140,9.1,74.35
1021,108.688378169198,16.57,566,168,8.41,76.75
1022,107.252104133705,16.42,374,218,7.45,78.05
1023,106.972521401447,16.21,216,158,7.03,80.15
1024,107.192328974307,15.51,98,66,7.93,82
1025,107.300518124435,15.19,0,0,8.07,77.3
1026,107.902915199754,15.34,0,0,7.1,72.65
1027,110.67,15.36,0,0,6.62,70.45
1028,110.67,15.39,0,0,6.69,69.4
1029,110.67,15.38,0,0,6.41,68.45
1030,117.92,15.37,0,0,6.9,66.5
1031,117.92,15.28,0,0,7.79,64.75
1032,117.92,15.16,0,0,8.07,65.2
1033,117.92,15.02,0,0,8.14,66.6
1034,117.92,14.82,0,0,8.14,68
1035,117.92,14.61,0,0,8.07,69.5
1036,117.92,14.44,0,0,7.66,70.25
1037,117.92,14.38,0,0,7.24,69.8
1038,117.92,14.4,0,0,6.76,69.2
1039,93.17,14.31,104,60,6.21,69.7
1040,93.17,14.06,207,156,5.66,71.65
1041,107.934549168326,14,293,235,5.45,72.4
1042,107.948592013067,14.08,344,289,5.59,72.3
1043,107.951781166407,13.39,301,283,4,76.65
1044,106.965727847739,13.27,425,325,4.69,77.5
1045,106.73,13.34,78,78,5.17,77.2
1046,106.73,13.48,139,139,5.59,76.55
1047,106.799748706834,13.41,170,150,6,76.15
1048,106.778865503012,13.32,103,68,5.93,74.65
1049,106.981738665704,13.27,0,0,5.45,76
1050,107.234785587994,13.42,0,0,5.1,74.5
1051,110.67,13.52,0,0,4.69,72.55
1052,110.67,13.55,0,0,4.83,71.5
1053,110.67,13.64,0,0,4.9,70.3
1054,117.92,13.79,0,0,5.45,68.85
1055,117.92,13.92,0,0,6.28,66.65
1056,117.92,14.11,0,0,7.03,66.4
1057,117.92,14.33,0,0,7.66,66.7
1058,117.92,14.5,0,0,7.72,65.3
1059,117.92,14.54,0,0,8.14,64.8
1060,117.92,14.57,0,0,9.38,65.05
1061,117.92,14.57,0,0,10.28,65.25
1062,117.92,14.63,0,0,10,65.2
1063,93.17,14.61,120,53,9.86,66.7
1064,93.17,14.55,308,94,10.28,68.4
1065,107.646678419907,14.58,477,112,10.21,68.9
1066,107.212688126402,14.65,601,123,10.48,68.65
1067,107.183144286698,14.65,466,321,10.9,65.95
1068,106.805643998305,14.67,489,316,11.31,66
1069,106.73,14.72,566,183,10.83,65.4
1070,106.73,14.85,215,205,10.28,63.2
1071,106.73,15.11,122,120,9.17,61.35
1072,106.73,15.45,58,56,8.07,60.2
1073,106.748949077094,15.65,0,0,7.45,60.75
1074,107.100321701335,15.32,0,0,7.31,65.2
1075,110.67,15.09,0,0,8,67.95
1076,110.67,14.57,0,0,8.28,73
1077,110.67,14.28,0,0,8.28,76.65
1078,117.92,14.38,0,0,8.62,75.15
1079,117.92,14.87,0,0,8.07,70.15
1080,117.92,14.75,0,0,8,70.25
1081,117.92,14.75,0,0,7.31,70.5
1082,117.92,14.79,0,0,6.62,66.85
1083,117.92,14.79,0,0,6.41,64.6
1084,117.92,14.74,0,0,6.55,64.2
1085,117.92,14.67,0,0,6.97,64.7
1086,117.92,14.63,0,0,6.97,64.4
1087,93.17,14.65,123,55,6.83,63.3
1088,93.17,14.72,284,128,6.55,61.15
1089,111.26455282885,14.77,482,113,6.62,58.6
1090,111.90523735248,14.9,511,245,6.83,55.25
1091,117.274748122346,15.26,665,141,7.24,51.55
1092,116.49333794444,15.32,670,135,7.03,52.25
1093,115.931048413109,15.4,610,124,6.76,53.3
1094,115.732549023791,15.48,493,104,6.55,54.5
1095,115.420205253054,15.58,316,100,6.34,56
1096,115.103561491651,15.6,131,58,6.07,57.95
1097,115.508224487798,15.62,0,0,5.38,59.2
1098,115.978298499205,15.7,0,0,4.69,59.3
1099,110.67,15.77,0,0,4.28,58.95
1100,110.67,15.76,0,0,4.14,58.8
1101,110.67,15.68,0,0,4,59.5
1102,117.92,15.53,0,0,3.72,61.5
1103,117.92,15.61,0,0,4,57.85
1104,117.92,15.44,0,0,4,60.15
1105,117.92,15.2,0,0,3.72,63.4
1106,117.92,15,0,0,3.24,65.7
1107,117.92,14.83,0,0,2.69,67
1108,117.92,14.75,0,0,2.48,67.25
1109,117.92,14.71,0,0,2.21,67.35
1110,117.92,14.72,0,0,1.72,67.05
1111,93.17,14.74,127,55,1.17,66.75
1112,93.17,14.83,318,92,0.55,66.6
1113,112.527318569202,14.96,490,109,0.48,67.25
1114,113.10845548411,15.14,611,123,1.45,68.05
1115,117.721215614194,15.31,670,141,1.38,67.3
1116,117.218740451766,15.42,675,135,1.31,68.15
1117,116.102880137024,15.5,605,141,1.59,68.45
1118,115.666927270844,15.55,485,127,2.21,68.85
1119,114.995909184588,15.58,322,99,2.69,69
1120,114.66337411991,15.56,134,60,3.03,69.2
1121,115.00664371808,15.52,0,0,3.45,69.55
1122,116.057835498387,15.49,0,0,3.79,69.95
1123,110.67,15.45,0,0,4,70.85
1124,110.67,15.42,0,0,4.21,72
1125,110.67,15.39,0,0,4.28,73.4
1126,117.92,15.36,0,0,4.62,74.65
1127,117.92,15.34,0,0,4.76,77.2
1128,117.92,15.29,0,0,5.17,78.55
1129,117.92,15.27,0,0,5.52,79.55
1130,117.92,15.25,0,0,5.79,80.05
1131,117.92,15.26,0,0,5.93,79.75
1132,117.92,15.28,0,0,5.93,79.3
1133,117.92,15.34,0,0,5.93,78.95
1134,117.92,15.42,0,0,6.07,78.8
1135,93.17,15.52,123,64,6.34,78.55
1136,93.17,15.66,295,127,6.76,78.6
1137,93.17,15.77,442,182,7.31,79.25
1138,93.17,15.83,556,210,7.79,80.6
1139,93.17,15.97,679,135,8.14,79.35
1140,93.17,15.99,684,129,8.34,80.85
1141,93.17,16.05,623,118,8.69,82.05
1142,93.17,16.1,506,100,8.83,83.05
1143,93.17,16.11,329,98,8.9,83.95
1144,93.17,16.13,139,59,8.83,84.45
1145,93.17,16.13,0,0,8.83,84.75
1146,93.17,16.13,0,0,8.83,85.1
1147,108.17,16.12,0,0,8.83,85.7
1148,108.17,16.1,0,0,8.9,86.35
1149,108.17,16.07,0,0,8.76,86.95
1150,117.92,16.06,0,0,8.62,87.3
1151,117.92,16.01,0,0,8.07,86.7
1152,117.92,15.99,0,0,8.21,86.65
1153,117.92,15.99,0,0,8.07,86.7
1154,117.92,15.96,0,0,7.93,86.95
1155,117.92,15.94,0,0,7.86,87.25
1156,117.92,15.93,0,0,7.52,87.35
1157,117.92,15.94,0,0,7.03,87.35
1158,117.92,15.92,0,0,6.9,87.55
1159,93.17,15.95,95,74,6.97,87.55
1160,93.17,16,273,150,7.03,87.6
1161,93.17,16.02,446,183,7.17,87.85
1162,93.17,16.04,608,147,7.38,87.6
1163,93.17,16.17,650,188,7.31,87.4
1164,93.17,16.17,689,129,7.66,87.3
1165,93.17,16.19,625,124,7.52,86.7
1166,93.17,16.24,483,144,7.24,86.05
1167,93.17,16.25,313,123,6.97,85.65
1168,93.17,16.28,135,66,6.69,85.2
1169,93.17,16.27,0,0,6.48,84.85
1170,93.17,16.26,0,0,6.07,84.6
1171,108.17,16.22,0,0,5.72,84.35
1172,108.17,16.19,0,0,5.45,84.7
1173,108.17,16.13,0,0,5.24,85.55
1174,117.92,16.05,0,0,5.03,86.35
1175,117.92,15.92,0,0,4.9,86.3
1176,117.92,15.85,0,0,5.1,87.1
1177,117.92,15.79,0,0,4.9,87
1178,117.92,15.76,0,0,4.69,86.15
1179,117.92,15.75,0,0,4.62,85
1180,117.92,15.76,0,0,4.55,83.8
1181,117.92,15.79,0,0,4.21,83
1182,117.92,15.84,0,0,4,82
1183,93.17,15.9,131,65,4,81.65
1184,93.17,16.03,332,95,4,81.4
1185,112.689224925765,16.1,499,119,3.93,81.75
1186,115.993550639897,16.2,630,118,4,81.75
1187,118.022141836193,16.19,693,129,3.72,80.9
1188,117.897678891765,16.32,690,135,4.21,81.6
1189,117.594784892657,16.43,606,164,4.48,82.15
1190,116.560293589917,16.52,507,115,4.69,82.25
1191,115.527128311839,16.54,337,98,4.62,82.5
1192,114.767213185904,16.49,147,61,4.62,83
1193,114.510857874963,16.41,0,0,4.55,83.35
1194,114.945910242746,16.34,0,0,4.34,83.1
1195,110.67,16.29,0,0,4.21,83.15
1196,110.67,16.21,0,0,3.86,83.95
1197,110.67,16.12,0,0,3.52,85.05
1198,117.92,16,0,0,3.17,86.35
1199,117.92,15.81,0,0,3.24,83.85
1200,117.92,15.69,0,0,2.97,84.6
1201,117.92,15.58,0,0,2.55,85.1
1202,117.92,15.5,0,0,2.62,85.35
1203,117.92,15.42,0,0,2.76,85.75
1204,117.92,15.39,0,0,2.83,85.8
1205,117.92,15.39,0,0,2.97,85.3
1206,117.92,15.38,0,0,2.9,84.45
1207,93.17,15.43,103,78,2.9,83.5
1208,93.17,15.58,326,111,2.76,82.05
1209,111.345426878658,15.72,444,197,2.76,80.55
1210,112.875334354751,15.84,635,118,2.97,79.3
1211,114.960943286758,15.84,690,142,2.9,79.4
1212,113.633722582499,15.9,646,211,3.17,79.2
1213,112.823347749343,15.96,601,179,3.38,79.55
1214,111.158703617419,16,468,177,3.1,80.4
1215,111.479294912685,15.97,255,171,2.83,81.8
1216,111.22029052851,15.94,67,64,2.62,82.85
1217,110.813285297133,15.91,0,0,2.9,83.35
1218,111.396797518461,15.85,0,0,2.83,83.85
1219,110.67,15.8,0,0,2.97,84.7
1220,110.67,15.81,0,0,4.41,85.15
1221,110.67,15.9,0,0,4.34,84.1
