hour,Load (kW),Air Temp,SolRad_Hor,SolRad_Dif,WS_10m,RH
2053,107.395277086887,15.77,630,336,1.03,82.25
2054,107.124134068664,15.93,298,280,1.52,80.65
2055,107.359133938155,15.97,232,213,1.52,79.65
2056,108.775887898064,15.91,93,92,0.28,79.05
2057,108.744599103778,15.77,19,19,0.48,78.5
2058,108.109052998166,15.69,0,0,0.41,77.55
2059,110.67,15.65,0,0,0.28,76.45
2060,110.67,15.63,0,0,0.41,75.9
2061,110.67,15.57,0,0,1.24,75.95
2062,117.92,15.46,0,0,1.86,76.3
2063,117.92,14.99,0,0,2.97,80.7
2064,117.92,14.77,0,0,3.93,79.85
2065,117.92,14.56,0,0,4,79.15
2066,117.92,14.49,0,0,4.34,79.7
2067,117.92,14.52,0,0,5.45,79.85
2068,117.92,14.53,0,0,6.97,80.1
2069,117.92,14.57,0,0,8.14,81.05
2070,117.92,14.61,10,10,9.24,82
2071,93.17,14.73,46,46,10.34,81.85
2072,93.17,14.69,81,81,10.97,81.9
2073,106.837314313041,14.69,78,78,11.17,82.1
2074,106.73,14.71,98,98,11.31,81.25
2075,107.761570196431,14.51,97,97,10.9,80.2
2076,106.962089394836,14.47,75,75,11.1,81.05
2077,107.699646701919,14.34,69,69,11.59,83.05
2078,106.998468756083,14.25,83,83,12.28,83.7
2079,108.196295730141,14.3,61,61,13.1,84.25
2080,108.468622217993,14.29,23,23,13.72,83.95
2081,107.963493154646,14.13,5,5,14.76,84.45
2082,106.73,14.02,0,0,15.93,84.65
2083,110.67,13.93,0,0,16.55,83.9
2084,110.67,13.94,0,0,16.55,84.35
2085,110.67,13.84,0,0,16.62,84.85
2086,117.92,13.6,0,0,16.76,85.05
2087,117.92,13.29,0,0,18.41,85.05
2088,117.92,13.14,0,0,18.76,85.3
2089,117.92,12.95,0,0,18.69,85.4
2090,117.92,12.7,0,0,18.48,85.95
2091,117.92,12.52,0,0,18.34,85.25
2092,117.92,12.37,0,0,18.55,83.5
2093,117.92,12.19,0,0,18.69,82.7
2094,117.92,12.03,10,10,18.55,81
2095,93.17,11.92,29,29,18.55,80.9
2096,93.17,11.83,172,171,18.14,80.05
2097,106.73,11.75,309,293,18.21,79.05
2098,106.73,11.96,210,210,18.41,76.95
2099,107.153687791643,12.37,357,346,18.97,71.95
2100,106.73,12.48,353,342,18.48,69.85
2101,106.73,12.71,528,386,17.93,66.1
2102,106.837946044184,13.05,519,296,17.38,62.05
2103,107.090403248645,13.15,363,230,17.38,61.75
2104,107.100796808034,13.02,201,140,17.31,62.95
2105,107.111053758033,12.87,59,40,16.83,64.1
2106,106.801040723981,12.87,0,0,16.41,62.05
2107,110.67,12.86,0,0,16.28,58.6
2108,110.67,12.81,0,0,16.21,58.85
2109,110.67,12.67,0,0,15.93,60.85
2110,117.92,12.52,0,0,15.86,62.35
2111,117.92,12.28,0,0,15.17,65.45
2112,117.92,12.12,0,0,15.38,65.45
2113,117.92,11.97,0,0,15.72,66.4
2114,117.92,11.79,0,0,15.86,67.7
2115,117.92,11.65,0,0,16,66.95
2116,117.92,11.46,0,0,15.86,65.4
2117,117.92,11.36,0,0,15.45,64.95
2118,117.92,11.2,41,41,15.17,65.85
2119,93.17,11.05,180,160,15.31,67.4
2120,93.17,11,383,266,15.38,66.6
2121,106.73,10.96,643,243,15.52,66.35
2122,106.73,11.2,748,278,15.45,63.45
2123,106.73,11.75,259,259,13.52,60.35
2124,106.73,11.94,679,394,12.83,58.3
2125,106.73,12.08,226,226,12.34,57.55
2126,106.73,12.34,508,312,12.34,55.2
2127,106.73,12.52,190,186,12.41,54.9
2128,106.73,12.56,209,143,13.1,55.7
2129,106.73,12.62,64,41,13.52,55.3
2130,106.73,12.69,0,0,13.52,55.05
2131,110.67,12.78,0,0,13.52,56.2
2132,110.67,12.93,0,0,13.45,55
2133,110.67,13.14,0,0,13.17,54.5
2134,117.92,13.08,0,0,13.38,56.05
2135,117.92,13.22,0,0,13.1,56.75
2136,117.92,13.11,0,0,12.9,57.15
2137,117.92,13.03,0,0,12.48,57.35
2138,117.92,12.95,0,0,12.34,57.75
2139,117.92,12.8,0,0,12.41,58.95
2140,117.92,12.62,0,0,12.41,60.05
2141,117.92,12.51,0,0,12.34,60.25
2142,117.92,12.41,126,59,12.14,61.25
2143,93.17,12.34,142,137,12.34,61.95
2144,93.17,12.34,169,169,12.41,62
2145,93.17,12.52,234,233,12.41,61.05
2146,93.17,12.79,543,406,12.28,59.9
2147,93.17,13.09,836,248,11.93,58.6
2148,93.17,13.5,874,170,11.66,56.6
2149,93.17,13.82,690,310,11.03,55.25
2150,93.17,14.11,686,115,10.07,54.95
2151,93.17,14.65,507,93,9.1,51.2
2152,93.17,15.07,282,89,8.41,49.3
2153,93.17,14.46,78,36,7.92,49.03
2154,93.17,14.61,0,0,7.72,51.33
2155,108.17,14.75,0,0,7.53,53.62
2156,108.17,14.9,0,0,7.33,55.91
2157,108.17,15.05,0,0,7.13,58.21
2158,117.92,15.19,0,0,6.93,60.5
2159,117.92,15.34,0,0,6.74,62.8
2160,117.92,15.49,0,0,6.54,65.09
2161,117.92,15.63,0,0,6.34,67.38
2162,117.92,15.78,0,0,6.14,69.68
2163,117.92,15.93,0,0,5.95,71.97
2164,117.92,16.08,0,0,5.75,74.27
2165,117.92,16.22,0,0,5.55,76.56
2166,117.92,16.37,26,26,5.35,78.85
2167,93.17,16.52,99,99,5.16,81.15
2168,93.17,16.66,84,84,4.96,83.44
2169,93.17,16.99,313,297,6.34,71.9
2170,93.17,17.12,480,399,6.76,71.25
2171,93.17,16.97,781,306,8.14,77.25
2172,93.17,17.13,466,409,8.41,75.75
2173,93.17,17.17,400,363,7.38,75.9
2174,93.17,17.09,441,327,6.48,77.2
2175,93.17,16.95,462,155,6.28,78.6
2176,93.17,16.9,266,105,6.34,79.15
2177,93.17,16.84,63,43,6.48,79.65
2178,93.17,16.78,0,0,6.48,80.35
2179,108.17,16.78,0,0,6.28,80.6
2180,108.17,16.83,0,0,6.14,80.3
2181,108.17,16.87,0,0,6,80.35
2182,117.92,16.87,0,0,5.59,81.05
2183,117.92,16.75,0,0,5.1,80.25
2184,117.92,16.58,0,0,5.31,82.1
2185,117.92,16.41,0,0,5.79,83.75
2186,117.92,16.28,0,0,6.34,84.55
2187,117.92,16.2,0,0,6.41,85.1
2188,117.92,16.11,0,0,6.07,85.8
2189,117.92,16.05,0,0,5.93,86.5
2190,117.92,15.99,112,72,5.86,87.2
2191,93.17,16.01,308,143,5.86,87.4
2192,93.17,16.11,529,154,5.79,87.2
2193,106.73,16.23,698,170,5.79,87.05
2194,106.73,16.31,800,202,5.86,87.15
2195,107.413369606609,16.28,875,177,5.1,87.15
2196,106.73,16.27,813,256,5.31,87.45
2197,106.73,16.2,794,163,5.38,87.8
2198,106.73,16.11,660,153,5.66,87.9
2199,106.904159913364,16.08,470,148,6,87.65
2200,106.926179305024,16.04,222,141,5.79,87.65
2201,107.545791116179,15.98,50,42,5.24,88.15
2202,107.626266745883,15.91,0,0,5.1,88.7
2203,110.67,15.89,0,0,5.38,88.75
2204,110.67,15.87,0,0,5.79,88.35
2205,110.67,15.83,0,0,6.21,88.05
2206,117.92,15.82,0,0,6.41,87.5
2207,117.92,15.72,0,0,6.9,88.55
2208,117.92,15.64,0,0,7.38,88.15
2209,117.92,15.54,0,0,7.52,87.8
2210,117.92,15.5,0,0,7.79,86.55
2211,117.92,15.49,0,0,8.14,85.6
2212,117.92,15.47,0,0,8.55,84.95
2213,117.92,15.39,0,0,9.24,84.75
2214,117.92,15.2,56,55,10,84.85
2215,93.17,14.98,113,113,10.83,84.8
2216,93.17,14.77,355,273,10.9,84.6
2217,106.73,14.65,484,351,10.48,84.15
2218,106.73,14.6,725,309,10.07,83.3
2219,107.300025995573,14.74,669,408,9.38,83.2
2220,106.73,14.8,694,384,9.24,82
2221,106.834930898905,14.95,544,391,9.1,80.15
2222,107.1255767558,15.13,427,330,8.48,78.65
2223,107.32425028042,15.29,216,206,7.93,78.3
2224,106.996339615656,15.38,183,146,7.79,79.4
2225,107.318674686937,15.46,47,42,7.72,79.7
2226,107.939435295068,15.44,0,0,7.79,80.45
2227,110.67,15.36,0,0,7.93,82.55
2228,110.67,15.21,0,0,8.07,83.3
2229,110.67,15.09,0,0,8.14,82.1
2230,117.92,14.97,0,0,8.69,78.3
2231,117.92,14.65,0,0,8.55,74.75
2232,117.92,14.36,0,0,8.83,74.25
2233,117.92,14.04,0,0,9.24,74.6
2234,117.92,13.81,0,0,9.38,75.5
2235,117.92,13.84,0,0,9.66,74.7
2236,117.92,13.81,0,0,9.86,75.05
2237,117.92,13.79,0,0,9.52,74.95
2238,117.92,13.85,106,79,9.17,74.7
2239,93.17,13.96,237,181,9.24,74.15
2240,93.17,14,515,186,8.97,73.95
2241,108.417078752607,13.99,714,157,9.03,73.85
2242,107.791395566448,13.98,836,158,9.1,73.75
2243,110.350925682057,14.38,887,169,9.17,72.55
2244,109.836503379891,14.39,772,317,8.9,72.35
2245,109.136003281721,14.45,653,343,8.69,71.65
2246,109.102561788583,14.57,511,313,8.76,70.4
2247,108.671874713908,14.77,386,231,8.55,69.4
2248,109.204609190992,14.9,143,132,7.72,69.25
2249,109.533808344417,15.01,48,43,6.83,69.6
2250,109.831069086989,15.1,0,0,6.21,70.2
2251,110.67,15.1,0,0,6.07,72.05
2252,110.67,15.05,0,0,6.21,74.5
2253,110.67,14.92,0,0,6.14,76.1
2254,117.92,14.75,0,0,6.34,77.85
2255,117.92,14.6,0,0,7.59,82
2256,117.92,14.46,0,0,7.45,82.25
2257,117.92,14.3,0,0,7.24,82
2258,117.92,14.17,0,0,7.24,79.9
2259,117.92,14.02,0,0,7.52,79.05
2260,117.92,13.91,0,0,7.59,76.35
2261,117.92,13.69,0,0,7.31,73.6
2262,117.92,13.42,33,33,7.66,72.65
2263,93.17,13.13,66,66,7.86,73.15
2264,93.17,12.98,140,140,8,71.15
2265,109.674545728683,12.78,163,163,8.07,70.4
2266,108.301921786069,12.55,97,97,8,71.35
2267,110.212390267143,13.03,123,123,8.41,68.15
2268,108.127413455508,12.97,157,157,8.14,70.2
2269,107.54074433924,12.93,84,84,7.72,72.8
2270,107.708558544926,13,119,119,7.72,73.95
2271,107.474942236028,13.2,65,65,8,73.1
2272,108.04268235626,13.46,67,67,8,71.75
2273,108.044241346004,13.82,48,43,7.79,68.7
2274,108.352120496974,14.04,0,0,7.66,67
2275,110.67,14.19,0,0,7.31,66.2
2276,110.67,14.19,0,0,7.03,67.35
2277,110.67,14.13,0,0,6.69,68.95
2278,117.92,14.07,0,0,6.21,70.65
2279,117.92,13.93,0,0,4.9,74.25
2280,117.92,13.89,0,0,5.1,74.8
2281,117.92,13.86,0,0,6.07,75.15
2282,117.92,13.92,0,0,7.17,73.8
2283,117.92,13.96,0,0,8.41,72.6
2284,117.92,13.92,0,0,8.9,72.75
2285,117.92,13.88,0,0,8.83,73.05
2286,117.92,13.9,71,67,8.62,73
2287,93.17,13.84,88,88,8.69,73.1
2288,93.17,13.66,460,248,8.76,74.85
2289,107.956572565995,13.75,719,164,8.97,74.8
2290,107.260324123206,13.97,380,359,8.97,75.45
2291,108.076186814534,14.36,625,433,8.9,71.35
2292,106.914902354358,14.11,759,339,7.93,81.8
2293,106.891464603568,14.18,490,396,8.28,88.2
2294,107.04907009061,14.71,606,243,9.45,86.9
2295,107.986971032701,15.29,414,218,10.34,83.95
2296,108.389328779401,15.42,230,145,10.55,84.1
2297,106.981126658474,15.47,76,49,9.72,85.4
2298,106.98308381097,15.44,0,0,9.1,86.3
2299,110.67,15.33,0,0,8.76,85.35
2300,110.67,15.29,0,0,8.97,82.05
2301,110.67,15.09,0,0,9.52,80.75
2302,117.92,14.55,0,0,8.83,83.45
2303,117.92,14.45,0,0,7.52,85.8
2304,117.92,14.3,0,0,7.93,86.2
2305,117.92,14.05,0,0,8,85.2
2306,117.92,14,0,0,8.28,84.7
2307,117.92,13.79,0,0,8.07,85.65
2308,117.92,13.84,0,0,7.86,84
2309,117.92,13.79,0,0,6.9,82.3
2310,117.92,13.65,83,76,6.21,81.4
2311,93.17,13.71,167,158,5.1,79.5
2312,93.17,13.86,136,136,4.55,78.35
2313,93.17,14.1,379,339,4.34,77.75
2314,93.17,14.29,757,292,4,77.7
2315,93.17,14.44,709,396,3.72,76.2
2316,93.17,14.55,862,210,3.17,73.15
2317,93.17,14.72,483,396,2.97,70.6
2318,93.17,14.89,623,226,3.03,69.4
2319,93.17,15.08,435,204,3.1,69.25
2320,93.17,15.26,251,136,3.45,70.4
2321,93.17,15.37,76,50,3.59,72.05
2322,93.17,15.42,0,0,3.59,74.5
2323,108.17,15.45,0,0,3.52,77.4
2324,108.17,15.41,0,0,4,80.8
2325,108.17,15.37,0,0,4.55,83.75
2326,117.92,15.32,0,0,5.03,86.05
2327,117.92,15.29,0,0,6,88
2328,117.92,15.28,0,0,6.48,88.15
2329,117.92,15.25,0,0,6.76,88.5
2330,117.92,15.21,0,0,6.83,88.55
2331,117.92,15.18,0,0,6.62,87.9
2332,117.92,15.18,0,0,6.41,87.2
2333,117.92,15.17,0,0,6.14,86.8
2334,117.92,15.18,147,79,5.59,86.35
2335,93.17,15.23,364,118,5.17,85.75
2336,93.17,15.23,569,138,4.69,85.6
2337,93.17,15.33,736,152,4.28,84.7
2338,93.17,15.43,856,149,3.72,84
2339,93.17,15.54,906,160,2.9,82.9
2340,93.17,15.62,899,151,2.48,82.05
2341,93.17,15.66,821,148,2.14,81.65
2342,93.17,15.7,688,135,1.93,81.2
2343,93.17,15.77,502,126,1.66,80.3
2344,93.17,15.84,294,98,1.45,79.45
2345,93.17,15.78,88,48,1.03,80.2
2346,93.17,15.62,0,0,0.83,82
2347,108.17,15.51,0,0,0.83,83.25
2348,108.17,15.39,0,0,1.1,84.25
2349,108.17,15.33,0,0,1.24,83.9
2350,117.92,15.28,0,0,1.24,82.05
2351,117.92,15.09,0,0,1.66,82.55
2352,117.92,15.03,0,0,2,81.4
2353,117.92,15,0,0,2.14,79.6
2354,117.92,14.97,0,0,2.14,78.3
2355,117.92,14.98,0,0,2.14,76.75
2356,117.92,15.01,0,0,2.34,75.05
2357,117.92,15.09,0,0,2.69,74.1
2358,117.92,15.16,145,84,2.97,75
2359,93.17,15.32,359,133,3.31,75.15
2360,93.17,15.53,554,166,3.45,75.15
2361,107.029627613326,15.8,672,250,3.38,73.9
2362,106.73,16.07,823,214,3.79,71.95
2363,107.079414194593,16.59,749,373,3.45,66.9
2364,106.756088232537,16.78,652,422,2.97,65.4
2365,106.868072923058,16.88,806,179,3.59,65.1
2366,107.188720205304,16.87,691,135,5.1,65.8
2367,106.846767944507,16.85,505,127,5.52,65.9
2368,106.73,16.75,294,103,5.59,68
2369,106.73,16.58,91,49,5.59,71.1
2370,106.73,16.39,0,0,5.52,73.95
2371,110.67,16.27,0,0,5.45,75.25
2372,110.67,16.25,0,0,5.17,75.15
2373,110.67,16.26,0,0,4.97,75
2374,117.92,16.26,0,0,5.03,75.05
2375,117.92,15.89,0,0,5.17,78.35
2376,117.92,15.9,0,0,4.9,78.2
2377,117.92,15.92,0,0,4.48,77.6
2378,117.92,15.94,0,0,4.21,76.9
2379,117.92,15.92,0,0,4.28,76.4
2380,117.92,15.9,0,0,4.69,76.15
2381,117.92,15.83,0,0,5.17,77.15
2382,117.92,15.82,121,92,5.72,77.05
2383,93.17,15.84,303,183,6.21,76.4
2384,93.17,15.89,460,265,6.34,75.45
2385,106.841680322578,15.94,640,290,6.34,74.3
2386,106.73,15.97,721,344,6.34,74.3
2387,106.73,15.97,590,445,6.69,76.95
2388,106.73,15.96,886,187,6.69,76.9
2389,106.73,15.9,809,180,6.83,77.45
2390,106.73,15.86,679,161,6.83,77.95
2391,106.73,15.8,485,158,6.62,78.95
2392,106.73,15.78,283,117,6.21,80.2
2393,106.73,15.75,93,49,5.93,81.75
2394,106.73,15.71,0,0,5.93,83.4
2395,110.67,15.7,0,0,6.14,84.9
2396,110.67,15.68,0,0,6.21,86.2
2397,110.67,15.68,0,0,6,87.35
2398,117.92,15.66,0,0,5.45,87.9
2399,117.92,15.69,0,0,4.62,86.3
2400,117.92,15.65,0,0,4.69,86.55
2401,117.92,15.63,0,0,5.66,86.25
2402,117.92,15.55,0,0,7.24,86.65
2403,117.92,15.47,0,0,8.48,87.25
2404,117.92,15.49,0,0,9.52,87.15
2405,117.92,15.53,0,0,10,86.8
2406,117.92,15.65,61,61,9.93,86.3
2407,93.17,15.81,204,183,9.66,85.6
2408,93.17,15.98,485,252,9.17,84.85
2409,106.73,16.1,688,242,8.69,84
2410,106.73,16.17,789,273,8.69,83.4
2411,107.854837092096,16.15,823,303,9.24,87.25
2412,106.73,16.15,734,379,9.93,87.05
2413,106.73,16.15,710,315,10.14,86.75
2414,106.73,16.11,223,222,10.21,86.4
2415,106.73,16.03,268,239,10.14,86.8
2416,106.73,15.96,218,156,10.28,86.4
2417,106.73,15.87,59,52,9.93,86.55
2418,106.73,15.88,0,0,9.93,85.6
2419,110.67,15.9,0,0,10.07,84.95
2420,110.67,15.89,0,0,10.14,84.8
2421,110.67,15.87,0,0,10,84.85
2422,117.92,15.84,0,0,10,84.9
2423,117.92,15.78,0,0,9.66,85.05
2424,117.92,15.75,0,0,9.86,85.45
2425,117.92,15.73,0,0,9.93,85.85
2426,117.92,15.73,0,0,9.79,85.9
2427,117.92,15.73,0,0,9.66,85.9
2428,117.92,15.71,0,0,9.52,85.95
2429,117.92,15.66,0,0,9.72,86.05
2430,117.92,15.66,150,92,9.52,85.75
2431,93.17,15.71,335,171,9.31,85.2
2432,93.17,15.75,533,212,9.59,84.45
2433,106.73,15.79,619,318,9.66,83.85
2434,106.73,15.75,746,328,9.72,84.2
2435,106.73,15.64,791,343,10.07,85.65
2436,106.73,15.63,833,275,10.62,86.45
2437,106.73,15.64,399,368,9.86,86.9
2438,106.73,15.62,473,340,9.24,87.25
2439,106.73,15.57,444,211,9.66,87.35
2440,106.73,15.55,265,138,9.66,87.15
2441,106.73,15.58,86,57,8.62,87.3
2442,106.73,15.57,0,0,8.55,88.1
2443,110.67,15.57,0,0,8.83,88.5
2444,110.67,15.63,0,0,8.9,88.4
2445,110.67,15.69,0,0,9.24,87.6
2446,117.92,15.75,0,0,9.03,86.8
2447,117.92,15.78,0,0,8.62,86.8
2448,117.92,15.9,0,0,8.07,85.85
2449,117.92,15.94,0,0,7.52,85.85
2450,117.92,15.95,0,0,6.97,86
2451,117.92,15.93,0,0,6.34,86.4
2452,117.92,15.88,0,0,5.24,87.3
2453,117.92,15.77,0,0,3.86,88.25
2454,117.92,15.66,127,99,4.07,89.85
2455,93.17,15.71,345,168,4.9,89.1
2456,93.17,15.79,420,291,5.59,86.65
2457,106.73,15.94,505,371,5.38,85.55
2458,106.73,16.24,861,176,4.41,82.4
2459,107.454627296582,16.15,908,188,4.14,83.85
2460,106.889960670444,16.47,894,187,2.28,82.35
2461,106.947488915217,16.84,812,188,0.41,82.1
2462,107.166274793293,16.92,671,185,3.45,87.45
2463,106.973714337207,16.7,471,187,6.28,88.5
2464,106.919404992343,16.69,277,132,7.59,79.85
2465,106.858183564848,16.71,87,57,8,71.75
2466,107.056913502721,16.65,0,0,7.72,70.8
2467,110.67,16.59,0,0,7.38,72.2
2468,110.67,16.58,0,0,7.45,73.5
2469,110.67,16.59,0,0,7.86,74.2
2470,117.92,16.58,0,0,8.34,74.85
2471,117.92,16.49,0,0,8.07,73.75
2472,117.92,16.44,0,0,8.21,74.55
2473,117.92,16.41,0,0,8.14,74.55
2474,117.92,16.3,0,0,8.21,75.2
2475,117.92,16.25,0,0,8.21,72.1
2476,117.92,16.17,0,0,9.24,72.1
2477,117.92,16.09,0,0,9.59,72.65
2478,117.92,16.04,182,81,10.07,72.95
2479,93.17,15.93,396,117,10.41,74.4
2480,93.17,15.7,569,179,10.76,77
2481,93.17,15.4,743,180,11.03,79.95
2482,93.17,14.92,677,391,12.21,83.9
2483,93.17,14.78,861,265,12.9,82.85
2484,93.17,15.1,829,290,12.83,82.85
2485,93.17,15.2,703,330,12.69,83.9
2486,93.17,15.34,599,276,12.55,82.1
2487,93.17,15.6,360,257,12.55,80.1
2488,93.17,15.84,145,137,11.93,79.85
2489,93.17,16.06,18,18,11.59,79
2490,93.17,16.11,0,0,11.52,78.45
2491,108.17,16.07,0,0,11.31,79.05
2492,108.17,15.99,0,0,11.24,79.8
2493,108.17,15.9,0,0,11.24,80.35
2494,117.92,15.8,0,0,11.31,80.75
2495,117.92,15.74,0,0,10.48,79.55
2496,117.92,15.62,0,0,10.69,80.5
2497,117.92,15.47,0,0,10.9,81.25
2498,117.92,15.37,0,0,11.1,81.45
2499,117.92,15.3,0,0,11.17,81.3
2500,117.92,15.26,0,0,11.24,80.9
2501,117.92,15.21,0,0,11.17,80.45
2502,117.92,15.25,166,95,10.97,79.65
2503,93.17,15.34,385,138,10.55,78.85
2504,93.17,15.41,599,140,10.14,78.9
2505,93.17,15.56,771,137,9.66,78.1
2506,93.17,15.7,891,132,9.38,77.8
2507,93.17,15.82,934,152,8.55,77.55
2508,93.17,15.88,910,170,8.41,78.1
2509,93.17,15.98,835,156,8.69,78
2510,93.17,16.04,714,122,9.1,78
2511,93.17,16.09,523,123,9.31,78.25
2512,93.17,16.12,314,99,9.1,78.95
2513,93.17,16.1,104,54,8.83,80.65
2514,93.17,16.09,0,0,8.69,81.65
2515,108.17,16.12,0,0,8.62,81.3
2516,108.17,16.1,0,0,7.86,80.6
2517,108.17,15.98,0,0,6.9,80.45
2518,117.92,15.81,0,0,5.79,81.35
2519,117.92,15.83,0,0,5.24,82.55
2520,117.92,15.67,0,0,5.17,82.35
2521,117.92,15.5,0,0,5.24,82.35
2522,117.92,15.37,0,0,4.97,81.6
2523,117.92,15.3,0,0,4.48,80.8
2524,117.92,15.19,0,0,4,80.25
2525,117.92,15.17,10,10,3.52,79.7
2526,117.92,15.19,178,94,2.97,79.2
2527,93.17,15.25,400,125,2.62,78.6
2528,93.17,15.32,606,135,2.28,78.6
2529,106.981607424243,15.42,742,195,2.14,78.45
2530,106.73,15.57,889,141,1.86,77.8
2531,106.793239714094,15.76,932,161,2.07,75.4
2532,106.73,15.89,922,151,1.66,74.1
2533,106.73,16.07,847,140,1.31,72.35
2534,106.786523888602,16.28,716,121,1.03,70.95
2535,106.768261059598,16.4,528,119,0.83,71
2536,106.889714366758,16.42,318,97,1.17,72.8
2537,106.893797746825,16.28,108,53,1.93,77.2
2538,106.871315964876,16.1,0,0,2.76,81.25
2539,110.67,16,0,0,3.38,83.3
2540,110.67,15.89,0,0,3.86,84.6
2541,110.67,15.82,0,0,4,85.1
2542,117.92,15.75,0,0,4.14,85.35
2543,117.92,15.67,0,0,4.21,84.3
2544,117.92,15.66,0,0,4.41,84.95
2545,117.92,15.62,0,0,4.48,86
2546,117.92,15.63,0,0,4.48,86.75
2547,117.92,15.64,0,0,4.41,87
2548,117.92,15.65,0,0,4.21,86.75
2549,117.92,15.69,12,12,3.72,86
2550,117.92,15.72,196,82,3.17,85.3
2551,93.17,15.81,417,105,2.76,84.6
2552,93.17,15.88,620,118,2.76,84.55
2553,106.73,15.97,779,138,3.03,84.8
2554,106.73,16.04,897,131,3.24,84.55
2555,106.73,16.22,940,152,3.31,82.75
2556,106.73,16.29,930,142,3.66,82.05
2557,106.73,16.33,849,140,4.21,81.85
2558,107.025550745112,16.25,718,121,4.9,82.65
2559,108.301363720546,16.19,528,124,5.38,82.9
2560,107.17293122312,16.16,319,100,5.45,83.1
2561,107.577699467032,16.13,0,0,5.24,83.45
2562,107.732944818342,16.11,0,0,5.1,83.75
2563,110.67,16.1,0,0,5.03,83.75
2564,110.67,16.09,0,0,4.9,83.55
2565,110.67,16.06,0,0,4.83,83.15
2566,117.92,16.02,0,0,4.83,82.8
2567,117.92,15.76,0,0,4.76,83.6
2568,117.92,15.71,0,0,5.1,83.95
2569,117.92,15.66,0,0,5.17,84.1
2570,117.92,15.6,0,0,5.1,84.45
2571,117.92,15.54,0,0,4.62,84.5
2572,117.92,15.48,0,0,3.93,84.5
2573,117.92,15.44,0,0,3.31,84.2
2574,117.92,15.46,0,0,2.69,83.7
2575,93.17,15.54,0,0,2.34,83.55
2576,93.17,15.66,0,0,2.14,82.75
2577,106.904932595686,15.8,0,0,2,82.15
2578,106.877419526298,16.01,0,0,1.72,80.9
2579,106.931855151669,16.4,0,0,1.1,77.45
2580,106.73,16.71,0,0,0.9,75.1
2581,106.73,17,0,0,0.69,72.4
2582,106.73,17.21,0,0,0.97,70.75
2583,106.73,17.3,0,0,2.07,70.7
2584,106.73,17.21,0,0,2,72.65
2585,106.73,16.99,0,0,0.9,75.85
2586,106.73,16.75,0,0,1.03,79.05
2587,110.67,16.52,0,0,1.31,82.05
2588,110.67,16.38,0,0,1.52,83
2589,110.67,16.25,0,0,1.93,84.8
2590,117.92,16.21,0,0,1.93,84.9
2591,117.92,16.12,0,0,3.31,82.2
2592,117.92,16.27,0,0,3.86,79.1
2593,117.92,16.36,0,0,3.79,78.2
2594,117.92,16.44,0,0,3.59,77.5
2595,117.92,16.5,0,0,2.97,77.65
2596,117.92,16.47,0,0,3.31,79.15
2597,117.92,16.44,0,0,4.28,80.75
2598,117.92,16.42,0,0,4.48,82
2599,93.17,16.5,0,0,4.28,81.3
2600,93.17,16.6,0,0,3.72,81.1
2601,106.73,16.71,0,0,4,80.6
2602,106.73,16.88,0,0,4.76,79.35
2603,106.73,17.28,0,0,5.79,78.35
2604,106.73,17.38,0,0,5.38,77.7
2605,106.73,17.43,0,0,4.83,77.2
2606,106.73,17.39,0,0,4.69,77.1
2607,106.73,17.33,0,0,4.9,77.5
2608,106.73,17.19,0,0,5.03,78.55
2609,106.73,17.04,0,0,4.34,80.35
2610,106.73,16.86,0,0,3.1,82.5
2611,110.67,16.63,0,0,1.72,85.9
2612,110.67,16.53,0,0,1.79,86.45
2613,110.67,16.45,0,0,2.62,86.8
2614,117.92,16.38,0,0,3.03,88.45
2615,117.92,16.4,0,0,3.72,87.25
2616,117.92,16.41,0,0,4.69,87
2617,117.92,16.39,0,0,5.59,86.9
2618,117.92,16.4,0,0,5.52,87
2619,117.92,16.47,0,0,5.1,87
2620,117.92,16.5,0,0,3.45,87.7
2621,117.92,16.37,0,0,2.48,89.35
2622,117.92,16.35,0,0,2.07,89.75
2623,93.17,16.47,0,0,2.28,88.65
2624,93.17,16.62,0,0,2.97,87.45
2625,108.673815590999,16.76,480,383,4.21,86.75
2626,107.11493104903,16.9,606,433,4.97,85.4
2627,108.610822403444,17.32,912,216,5.1,85.7
2628,106.976140314342,17.42,917,179,5.03,84.95
2629,107.364756218323,17.52,843,166,4.48,84.1
2630,106.932409242011,17.59,691,181,3.66,83.1
2631,106.980824587905,17.6,503,169,3.1,82.5
2632,106.803989064756,17.56,302,130,2.83,82.6
2633,107.859485165864,17.38,119,56,2.69,83.85
2634,107.152431748145,17.19,0,0,2.69,85.25
2635,110.67,17.03,0,0,2.55,86.8
2636,110.67,16.9,0,0,2.62,87.45
2637,110.67,16.75,0,0,2.9,89.35
2638,117.92,16.63,0,0,3.38,90.2
2639,117.92,16.52,0,0,3.66,87.25
2640,117.92,16.53,0,0,3.86,86.4
2641,117.92,16.55,0,0,4.55,85.9
2642,117.92,16.58,0,0,4.41,85.25
2643,117.92,16.56,0,0,4.41,84.8
2644,117.92,16.48,0,0,5.52,84.15
2645,117.92,16.43,25,20,7.38,85.3
2646,117.92,16.5,200,98,7.72,84.75
2647,93.17,16.59,317,211,7.52,82.65
2648,93.17,16.64,585,196,7.45,81.2
2649,93.17,16.65,725,244,8,81.7
2650,93.17,16.71,881,186,8.76,81.2
