time_UTC,T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20070524:0000,17.49,86.65,0.0,-0.0,0.0,342.95,0.69,97.0,99600.0
20070524:0100,15.94,89.65,0.0,-0.0,0.0,356.8,1.1,124.0,99610.0
20070524:0200,15.65,89.6,0.0,-0.0,0.0,352.8,1.24,140.0,99620.0
20070524:0300,15.48,89.6,0.0,-0.0,0.0,352.2,1.24,142.0,99610.0
20070524:0400,15.65,92.75,73.35,81.3,61.3,353.0,1.45,141.0,99630.0
20070524:0500,17.32,89.65,84.25,1.91,83.6,368.85,1.38,147.0,99650.0
20070524:0600,17.81,83.7,327.7,249.72,196.75,383.2,1.17,181.0,99710.0
20070524:0700,19.73,78.35,299.75,127.28,212.25,367.7,1.72,170.0,99670.0
20070524:0800,19.94,75.7,420.15,175.56,276.45,379.5,1.79,164.0,99700.0
20070524:0900,20.73,70.8,454.0,164.96,304.1,383.0,2.34,163.0,99720.0
20070524:1000,20.95,68.4,525.25,258.45,279.25,385.3,2.83,165.0,99750.0
20070524:1100,21.04,66.15,516.2,197.73,329.35,383.0,3.1,168.0,99730.0
20070524:1200,21.17,66.15,410.55,138.42,287.55,374.1,2.76,180.0,99730.0
20070524:1300,20.85,68.4,206.65,38.91,176.05,381.05,2.55,183.0,99730.0
20070524:1400,20.49,66.05,159.6,4.34,156.8,384.15,2.55,187.0,99750.0
20070524:1500,19.79,73.15,131.5,33.1,115.75,382.2,2.41,187.0,99710.0
20070524:1600,19.49,73.15,49.2,12.14,45.7,367.9,2.07,184.0,99700.0
20070524:1700,19.06,75.65,4.15,0.0,4.15,366.35,1.72,181.0,99730.0
20070524:1800,18.7,78.25,0.0,-0.0,0.0,373.7,1.1,179.0,99740.0
20070524:1900,17.74,80.85,0.0,-0.0,0.0,364.0,0.97,217.0,99820.0
20070524:2000,17.5,80.85,0.0,-0.0,0.0,368.1,0.55,202.0,99850.0
20070524:2100,17.52,80.85,0.0,-0.0,0.0,368.3,0.48,143.0,99830.0
20070524:2200,17.06,83.65,0.0,-0.0,0.0,372.15,0.69,167.0,99830.0
20070524:2300,17.1,83.65,0.0,-0.0,0.0,363.25,0.55,209.0,99810.0
20070525:0000,17.15,83.65,0.0,-0.0,0.0,362.65,0.34,204.0,99810.0
20070525:0100,16.96,83.65,0.0,-0.0,0.0,370.9,0.34,189.0,99790.0
20070525:0200,16.81,83.65,0.0,-0.0,0.0,366.95,0.34,208.0,99800.0
20070525:0300,16.76,83.65,0.0,-0.0,0.0,364.0,0.14,230.0,99800.0
20070525:0400,16.76,83.65,96.1,70.41,85.55,368.1,0.14,4.0,99810.0
20070525:0500,17.2,86.6,251.65,216.47,177.65,351.85,0.34,354.0,99830.0
20070525:0600,17.98,78.15,84.75,2.47,83.45,344.3,0.55,356.0,99860.0
20070525:0700,18.1,80.9,220.55,49.24,186.65,380.85,1.79,44.0,99850.0
20070525:0800,18.85,78.25,304.4,66.26,250.1,377.75,2.0,47.0,99830.0
20070525:0900,19.7,70.65,311.7,27.26,286.9,387.05,1.66,57.0,99850.0
20070525:1000,19.86,70.65,385.05,57.89,329.9,383.2,1.24,86.0,99850.0
20070525:1100,20.21,68.3,223.95,32.93,192.8,387.65,0.76,131.0,99840.0
20070525:1200,19.93,70.65,291.45,56.54,241.15,383.75,0.97,186.0,99800.0
20070525:1300,20.21,68.3,408.85,237.36,221.85,380.3,1.1,221.0,99770.0
20070525:1400,20.15,68.3,344.65,253.38,180.65,371.2,1.17,238.0,99690.0
20070525:1500,20.0,68.3,207.4,171.6,125.45,365.55,1.24,260.0,99630.0
20070525:1600,20.07,68.3,80.85,69.4,60.7,357.25,1.38,274.0,99630.0
20070525:1700,19.84,70.65,8.25,10.17,7.25,359.2,1.59,268.0,99610.0
20070525:1800,19.04,78.3,0.0,-0.0,0.0,346.8,1.1,249.0,99640.0
20070525:1900,18.34,83.75,0.0,-0.0,0.0,349.1,0.83,210.0,99660.0
20070525:2000,17.6,86.65,0.0,-0.0,0.0,345.05,1.38,232.0,99650.0
20070525:2100,17.05,86.6,0.0,-0.0,0.0,335.0,1.59,241.0,99650.0
20070525:2200,16.59,86.6,0.0,-0.0,0.0,333.85,1.52,247.0,99640.0
20070525:2300,16.46,86.6,0.0,-0.0,0.0,334.4,1.31,256.0,99640.0
20070526:0000,16.48,86.6,0.0,-0.0,0.0,333.25,1.17,277.0,99600.0
20070526:0100,16.38,89.65,0.0,-0.0,0.0,329.3,1.17,299.0,99590.0
20070526:0200,15.89,92.75,0.0,-0.0,0.0,328.2,1.31,307.0,99580.0
20070526:0300,15.69,89.6,0.0,-0.0,0.0,326.3,1.31,316.0,99610.0
20070526:0400,15.7,89.6,157.1,597.24,66.7,325.7,1.31,326.0,99640.0
20070526:0500,18.01,86.7,340.7,702.74,99.55,327.05,1.1,324.0,99660.0
20070526:0600,20.48,70.8,524.25,757.28,125.4,330.75,1.03,314.0,99670.0
20070526:0700,21.79,61.85,692.6,799.85,141.15,337.7,1.52,302.0,99670.0
20070526:0800,22.94,57.9,822.55,817.48,151.95,342.35,1.52,294.0,99660.0
20070526:0900,23.96,54.2,907.6,825.1,156.4,346.4,1.24,279.0,99650.0
20070526:1000,24.78,50.8,933.9,812.6,159.0,350.1,1.38,243.0,99620.0
20070526:1100,25.38,50.95,896.15,782.11,155.55,352.6,1.86,218.0,99590.0
20070526:1200,25.5,50.95,771.15,700.93,146.75,353.2,2.55,204.0,99580.0
20070526:1300,24.9,52.6,624.9,610.68,143.0,362.5,3.17,198.0,99570.0
20070526:1400,24.39,56.25,436.9,490.0,119.0,358.4,4.0,190.0,99560.0
20070526:1500,23.38,60.05,214.8,253.58,93.25,365.55,4.14,190.0,99520.0
20070526:1600,22.36,66.35,91.05,125.71,54.3,361.3,4.07,191.0,99570.0
20070526:1700,21.29,70.9,9.1,17.9,7.3,358.0,3.17,183.0,99550.0
20070526:1800,20.53,75.85,0.0,-0.0,0.0,369.45,2.21,175.0,99560.0
20070526:1900,19.56,83.9,0.0,-0.0,0.0,348.55,2.07,163.0,99610.0
20070526:2000,18.99,86.8,0.0,-0.0,0.0,344.5,1.59,163.0,99630.0
20070526:2100,18.29,92.85,0.0,-0.0,0.0,341.95,1.24,156.0,99600.0
20070526:2200,17.76,96.05,0.0,-0.0,0.0,341.95,0.97,154.0,99590.0
20070526:2300,18.27,92.85,0.0,-0.0,0.0,338.5,0.62,156.0,99590.0
20070527:0000,18.36,92.85,0.0,-0.0,0.0,340.8,0.34,155.0,99590.0
20070527:0100,18.29,92.85,0.0,-0.0,0.0,334.7,0.14,94.0,99600.0
20070527:0200,17.99,92.85,0.0,-0.0,0.0,334.2,0.62,52.0,99580.0
20070527:0300,17.12,96.05,0.0,-0.0,0.0,332.65,0.97,58.0,99560.0
20070527:0400,17.75,96.05,153.2,552.03,68.85,331.9,0.21,64.0,99580.0
20070527:0500,18.68,92.85,332.65,668.45,102.45,336.55,0.69,243.0,99650.0
20070527:0600,20.92,78.5,523.65,753.43,126.05,340.8,1.17,237.0,99690.0
20070527:0700,22.47,68.7,691.45,792.88,144.1,345.25,1.79,246.0,99670.0
20070527:0800,23.7,60.15,824.45,820.08,151.05,350.85,1.79,239.0,99670.0
20070527:0900,24.73,56.35,905.85,823.07,155.85,355.1,2.14,225.0,99670.0
20070527:1000,25.47,54.55,929.3,810.06,156.15,358.0,2.69,212.0,99670.0
20070527:1100,25.86,54.7,886.4,759.93,166.1,360.15,3.31,204.0,99630.0
20070527:1200,25.94,54.7,800.0,710.12,166.65,359.95,4.0,202.0,99590.0
20070527:1300,25.62,54.7,650.05,618.3,161.35,359.75,4.21,197.0,99540.0
20070527:1400,25.12,58.45,446.05,447.05,155.35,359.75,4.0,194.0,99530.0
20070527:1500,24.46,62.35,240.1,208.91,139.6,366.35,3.38,186.0,99460.0
20070527:1600,23.59,66.65,89.7,67.96,69.7,369.05,3.17,177.0,99390.0
20070527:1700,22.49,71.15,10.4,19.47,8.4,370.6,2.9,176.0,99370.0
20070527:1800,21.39,78.55,0.0,-0.0,0.0,350.85,1.86,164.0,99380.0
20070527:1900,20.12,81.15,0.0,-0.0,0.0,342.15,1.24,154.0,99430.0
20070527:2000,19.51,83.9,0.0,-0.0,0.0,341.0,1.45,125.0,99410.0
20070527:2100,18.97,86.8,0.0,-0.0,0.0,340.4,1.52,126.0,99380.0
20070527:2200,18.65,86.75,0.0,-0.0,0.0,345.65,1.59,133.0,99360.0
20070527:2300,18.54,86.75,0.0,-0.0,0.0,351.45,2.0,125.0,99280.0
20070528:0000,18.54,86.75,0.0,-0.0,0.0,350.65,2.28,145.0,99240.0
20070528:0100,17.8,89.7,0.0,-0.0,0.0,339.35,2.14,158.0,99250.0
20070528:0200,17.92,89.7,0.0,-0.0,0.0,354.95,2.28,122.0,99180.0
20070528:0300,18.07,86.7,0.0,-0.0,0.0,347.55,3.31,149.0,99140.0
20070528:0400,18.41,86.7,103.25,111.91,86.0,337.3,3.93,164.0,99170.0
20070528:0500,19.46,81.1,189.75,65.55,167.1,361.1,4.9,165.0,99210.0
20070528:0600,20.26,78.45,230.85,35.28,212.2,359.4,5.66,169.0,99240.0
20070528:0700,20.64,75.85,331.65,133.83,239.15,373.1,3.59,191.0,99230.0
20070528:0800,21.54,71.0,319.2,26.95,297.05,372.55,3.79,185.0,99230.0
20070528:0900,21.94,71.0,315.7,21.55,296.05,387.65,5.17,175.0,99230.0
20070528:1000,21.56,71.0,478.1,107.1,375.8,383.95,5.24,173.0,99200.0
20070528:1100,22.33,71.05,488.3,112.99,381.1,381.45,5.86,173.0,99120.0
20070528:1200,22.57,68.75,469.75,128.68,354.85,383.4,6.55,172.0,99030.0
20070528:1300,22.12,73.55,458.85,245.95,264.15,383.75,7.24,173.0,98980.0
20070528:1400,21.36,78.55,414.3,386.28,162.55,375.25,6.48,174.0,98930.0
20070528:1500,21.24,78.55,235.5,306.78,87.4,368.85,6.21,180.0,98950.0
20070528:1600,20.71,81.2,75.0,91.48,47.9,368.1,5.45,184.0,99000.0
20070528:1700,20.07,83.95,9.35,13.83,7.9,367.9,4.41,178.0,99000.0
20070528:1800,19.81,86.85,0.0,-0.0,0.0,367.9,4.55,179.0,99030.0
20070528:1900,19.24,89.8,0.0,-0.0,0.0,347.55,4.34,187.0,99100.0
20070528:2000,19.1,89.8,0.0,-0.0,0.0,347.0,3.93,192.0,99140.0
20070528:2100,19.01,92.9,0.0,-0.0,0.0,353.4,3.66,198.0,99160.0
20070528:2200,18.79,96.1,0.0,-0.0,0.0,341.4,3.24,205.0,99150.0
20070528:2300,18.7,96.1,0.0,-0.0,0.0,341.75,2.83,208.0,99130.0
20070529:0000,18.67,92.85,0.0,-0.0,0.0,350.1,2.55,208.0,99110.0
20070529:0100,18.37,92.85,0.0,-0.0,0.0,332.0,2.48,209.0,99110.0
20070529:0200,18.13,92.85,0.0,-0.0,0.0,331.9,2.55,211.0,99100.0
20070529:0300,17.84,92.85,0.0,-0.0,0.0,325.1,2.55,216.0,99130.0
20070529:0400,17.92,92.85,162.65,593.93,70.35,326.1,2.55,223.0,99160.0
20070529:0500,18.92,83.8,348.95,708.23,103.5,324.55,2.76,234.0,99220.0
20070529:0600,20.39,70.7,540.45,788.1,123.1,328.4,3.17,244.0,99260.0
20070529:0700,21.58,61.85,711.45,830.14,137.05,332.1,3.45,245.0,99280.0
20070529:0800,22.76,57.9,846.25,851.94,145.45,335.95,3.59,247.0,99300.0
20070529:0900,23.78,52.35,920.6,841.94,152.2,339.85,3.59,240.0,99320.0
20070529:1000,24.55,49.05,902.75,765.98,170.5,344.5,3.79,229.0,99310.0
20070529:1100,24.95,49.05,901.0,789.82,151.0,348.15,4.0,213.0,99300.0
20070529:1200,25.05,49.2,780.45,705.85,149.45,350.85,4.28,199.0,99260.0
20070529:1300,24.82,50.8,636.25,635.75,132.2,355.7,4.48,189.0,99230.0
20070529:1400,24.52,50.8,487.2,564.1,118.75,355.3,4.55,185.0,99180.0
20070529:1500,24.33,52.5,295.6,412.24,95.9,355.7,4.28,188.0,99140.0
20070529:1600,24.07,54.35,124.5,227.42,56.7,349.9,3.31,205.0,99140.0
20070529:1700,23.58,58.1,12.55,29.92,9.35,343.1,2.97,257.0,99170.0
20070529:1800,22.46,59.8,0.0,-0.0,0.0,336.55,4.28,290.0,99240.0
20070529:1900,21.6,53.75,0.0,-0.0,0.0,329.0,4.76,297.0,99320.0
20070529:2000,20.62,51.65,0.0,-0.0,0.0,321.25,4.34,299.0,99410.0
20070529:2100,19.78,53.25,0.0,-0.0,0.0,315.25,3.79,292.0,99410.0
20070529:2200,19.15,55.05,0.0,-0.0,0.0,310.05,3.52,280.0,99440.0
20070529:2300,18.64,56.95,0.0,-0.0,0.0,308.1,3.72,273.0,99410.0
20070530:0000,18.25,58.9,0.0,-0.0,0.0,307.3,3.93,270.0,99430.0
20070530:0100,17.88,63.2,0.0,-0.0,0.0,307.45,3.79,269.0,99430.0
20070530:0200,17.53,63.2,0.0,-0.0,0.0,305.95,3.66,270.0,99400.0
20070530:0300,17.23,67.75,0.0,-0.0,0.0,304.4,3.45,271.0,99420.0
20070530:0400,17.21,67.75,172.65,664.85,68.55,304.8,3.24,272.0,99450.0
20070530:0500,18.26,65.55,364.4,768.25,97.4,306.15,3.52,272.0,99470.0
20070530:0600,19.41,59.15,554.15,817.53,120.55,308.65,4.07,273.0,99500.0
20070530:0700,20.65,48.05,725.0,850.89,135.65,313.9,4.07,283.0,99500.0
20070530:0800,21.78,43.4,855.0,860.69,146.45,317.75,3.93,282.0,99500.0
20070530:0900,22.91,39.15,934.0,851.92,155.95,321.85,3.93,277.0,99510.0
20070530:1000,23.81,36.7,925.7,798.76,161.55,327.65,3.86,269.0,99540.0
20070530:1100,24.43,34.25,842.8,681.81,194.8,334.0,3.66,259.0,99490.0
20070530:1200,24.52,33.15,777.1,685.3,163.8,343.9,3.38,248.0,99490.0
20070530:1300,24.56,34.4,573.0,510.69,167.5,342.55,3.24,238.0,99500.0
20070530:1400,24.2,38.15,408.9,429.14,128.0,352.2,3.52,225.0,99480.0
20070530:1500,23.53,43.9,253.2,311.28,101.9,355.5,3.59,219.0,99460.0
20070530:1600,22.89,52.1,120.25,205.18,58.7,347.2,3.1,219.0,99480.0
20070530:1700,22.2,55.8,12.0,27.52,9.0,337.9,2.34,226.0,99480.0
20070530:1800,21.26,61.7,0.0,-0.0,0.0,331.9,1.79,260.0,99510.0
20070530:1900,20.65,61.6,0.0,-0.0,0.0,337.5,2.34,263.0,99550.0
20070530:2000,20.29,57.3,0.0,-0.0,0.0,343.9,2.97,286.0,99590.0
20070530:2100,19.7,53.25,0.0,-0.0,0.0,330.95,3.66,292.0,99610.0
20070530:2200,19.08,53.15,0.0,-0.0,0.0,329.55,3.86,293.0,99600.0
20070530:2300,18.48,56.95,0.0,-0.0,0.0,323.55,3.79,294.0,99620.0
20070531:0000,17.88,63.2,0.0,-0.0,0.0,313.1,3.79,296.0,99570.0
20070531:0100,17.42,65.35,0.0,-0.0,0.0,308.95,3.79,298.0,99560.0
20070531:0200,17.02,67.75,0.0,-0.0,0.0,308.5,3.72,301.0,99550.0
20070531:0300,16.62,67.75,0.0,-0.0,0.0,305.75,3.59,305.0,99550.0
20070531:0400,16.56,70.2,172.85,664.4,68.1,304.8,3.24,307.0,99600.0
20070531:0500,17.78,67.85,363.25,758.39,99.0,305.55,3.17,307.0,99650.0
20070531:0600,19.39,57.1,557.35,822.6,120.45,310.2,3.24,307.0,99690.0
20070531:0700,20.9,48.05,731.25,864.67,131.8,313.3,3.1,303.0,99690.0
20070531:0800,22.32,40.5,859.65,869.67,143.2,318.55,2.69,296.0,99710.0
20070531:0900,23.55,35.4,939.9,865.86,148.6,323.95,2.41,282.0,99740.0
20070531:1000,24.55,31.95,945.6,829.38,151.6,328.6,2.55,267.0,99730.0
20070531:1100,25.44,30.95,885.05,744.33,177.05,338.3,2.9,254.0,99720.0
20070531:1200,25.91,28.9,773.35,675.31,168.35,341.55,3.59,247.0,99680.0
20070531:1300,25.75,31.1,617.8,588.73,149.65,342.55,3.86,246.0,99680.0
20070531:1400,25.29,33.3,487.15,553.94,123.8,353.95,3.38,249.0,99660.0
20070531:1500,24.92,35.65,308.95,442.32,93.25,341.0,2.48,247.0,99640.0
20070531:1600,21.87,59.69,127.6,238.58,55.6,332.82,1.75,221.0,99670.0
20070531:1700,21.47,61.0,13.6,33.33,9.9,332.53,1.84,194.0,99700.0
20070531:1800,21.08,62.32,0.0,-0.0,0.0,332.24,1.94,188.0,99760.0
20070531:1900,20.69,63.63,0.0,-0.0,0.0,331.94,2.03,178.0,99810.0
20070531:2000,20.3,64.95,0.0,-0.0,0.0,331.65,2.12,185.0,99850.0
20070531:2100,19.91,66.26,0.0,-0.0,0.0,331.36,2.22,199.0,99860.0
20070531:2200,19.52,67.58,0.0,-0.0,0.0,331.06,2.31,231.0,99880.0
20070531:2300,19.13,68.9,0.0,-0.0,0.0,330.77,2.41,277.0,99870.0
20210601:0000,18.74,70.21,0.0,-0.0,0.0,330.48,2.5,346.0,99600.0
20210601:0100,18.35,71.53,0.0,-0.0,0.0,330.18,2.59,343.0,99590.0
20210601:0200,17.95,72.84,0.0,-0.0,0.0,329.89,2.69,342.0,99600.0
20210601:0300,17.56,74.16,0.0,-0.0,0.0,329.6,2.78,340.0,99630.0
20210601:0400,17.17,75.47,158.15,570.42,67.65,329.3,2.88,340.0,99670.0
20210601:0500,16.78,76.79,335.85,676.31,99.65,329.01,2.97,343.0,99700.0
20210601:0600,16.39,78.1,547.55,800.88,121.65,328.72,3.06,342.0,99740.0
20210601:0700,16.0,79.42,690.3,768.84,156.85,328.42,3.16,333.0,99730.0
20210601:0800,21.1,41.7,808.8,779.58,166.15,329.75,3.38,332.0,99760.0
20210601:0900,22.32,36.3,776.0,645.53,185.7,335.0,2.76,323.0,99760.0
20210601:1000,23.05,31.55,692.65,533.42,181.65,345.05,2.0,297.0,99750.0
20210601:1100,23.6,31.7,710.25,479.7,253.6,354.55,1.72,261.0,99720.0
20210601:1200,23.79,31.7,633.15,451.66,228.1,352.8,2.28,234.0,99670.0
20210601:1300,23.69,32.9,605.2,532.96,180.8,347.55,2.55,218.0,99700.0
20210601:1400,23.77,34.1,395.2,373.74,149.55,355.9,3.17,200.0,99630.0
20210601:1500,23.11,37.9,282.7,365.48,103.9,352.6,4.62,188.0,99620.0
20210601:1600,22.06,45.1,126.75,239.16,54.15,335.55,5.31,187.0,99640.0
20210601:1700,21.07,53.6,13.55,34.52,9.65,334.2,5.1,184.0,99670.0
20210601:1800,20.39,57.45,0.0,-0.0,0.0,335.0,3.86,181.0,99740.0
20210601:1900,19.51,61.4,0.0,-0.0,0.0,339.65,2.48,116.0,99850.0
20210601:2000,18.93,65.75,0.0,-0.0,0.0,339.45,2.41,97.0,99910.0
20210601:2100,18.46,68.05,0.0,-0.0,0.0,340.0,2.07,82.0,99960.0
20210601:2200,17.92,72.9,0.0,-0.0,0.0,322.6,1.52,65.0,99960.0
20210601:2300,17.28,78.0,0.0,-0.0,0.0,321.05,1.31,35.0,99980.0
20210602:0000,16.91,78.0,0.0,-0.0,0.0,316.05,1.66,12.0,99980.0
20210602:0100,16.63,77.95,0.0,-0.0,0.0,312.05,1.86,357.0,100010.0
20210602:0200,16.32,77.95,0.0,-0.0,0.0,310.05,1.93,347.0,100030.0
20210602:0300,16.22,80.65,0.0,-0.0,0.0,307.5,2.14,347.0,100070.0
20210602:0400,16.36,77.95,176.45,689.38,66.45,305.75,2.07,351.0,100100.0
20210602:0500,18.11,61.05,366.55,766.47,98.3,306.75,2.07,344.0,100190.0
20210602:0600,19.46,47.8,547.7,788.34,128.0,311.4,2.83,347.0,100250.0
20210602:0700,20.18,46.2,715.95,825.37,142.85,320.3,2.69,335.0,100340.0
20210602:0800,21.54,38.9,785.85,744.15,172.05,327.25,2.76,327.0,100350.0
20210602:0900,22.66,33.85,784.65,578.45,255.4,349.1,2.41,309.0,100340.0
20210602:1000,23.32,32.75,744.85,484.64,280.3,354.15,2.21,282.0,100370.0
20210602:1100,23.72,30.55,773.85,569.82,231.0,357.45,2.14,262.0,100340.0
20210602:1200,24.23,30.7,723.05,534.14,243.55,371.0,1.93,241.0,100310.0
20210602:1300,24.36,29.7,580.7,463.76,210.9,367.1,1.59,205.0,100300.0
20210602:1400,24.06,34.25,442.3,461.67,138.25,357.25,2.62,165.0,100290.0
20210602:1500,23.23,39.3,299.05,398.58,103.45,347.95,4.28,149.0,100300.0
20210602:1600,21.77,48.3,125.75,185.73,69.05,333.45,4.97,142.0,100320.0
20210602:1700,20.41,55.45,14.85,36.13,10.7,331.7,4.34,141.0,100340.0
20210602:1800,19.48,59.25,0.0,-0.0,0.0,329.0,3.45,144.0,100420.0
20210602:1900,18.33,63.4,0.0,-0.0,0.0,330.75,2.76,165.0,100470.0
20210602:2000,17.94,65.55,0.0,-0.0,0.0,323.55,2.21,176.0,100530.0
20210602:2100,17.59,70.3,0.0,-0.0,0.0,320.65,1.72,185.0,100530.0
20210602:2200,17.21,75.3,0.0,-0.0,0.0,321.25,1.38,203.0,100510.0
20210602:2300,16.54,83.6,0.0,-0.0,0.0,322.6,0.9,219.0,100490.0
20210603:0000,17.21,75.3,0.0,-0.0,0.0,326.3,0.55,243.0,100430.0
20210603:0100,17.09,78.0,0.0,-0.0,0.0,323.9,0.48,255.0,100410.0
20210603:0200,16.93,78.0,0.0,-0.0,0.0,325.1,0.69,266.0,100420.0
20210603:0300,16.48,83.6,0.0,-0.0,0.0,324.95,0.83,284.0,100430.0
20210603:0400,16.15,86.5,149.05,392.18,86.15,326.3,0.9,299.0,100460.0
20210603:0500,17.98,75.45,341.65,643.55,116.0,328.05,1.03,299.0,100490.0
20210603:0600,19.62,65.85,510.05,635.37,171.45,329.0,1.24,302.0,100520.0
20210603:0700,21.24,55.55,720.45,848.3,131.05,334.0,1.38,287.0,100560.0
20210603:0800,22.95,43.75,812.05,815.98,138.65,334.8,1.24,277.0,100570.0
20210603:0900,24.2,36.8,722.85,581.21,190.8,349.5,1.17,257.0,100540.0
20210603:1000,25.04,34.4,689.85,494.63,215.45,361.9,1.72,236.0,100510.0
20210603:1100,25.3,35.65,770.35,619.13,180.1,372.35,2.55,218.0,100470.0
20210603:1200,25.64,35.8,703.4,574.25,187.4,370.2,3.03,209.0,100430.0
20210603:1300,25.51,37.1,631.55,602.04,150.85,366.75,3.1,192.0,100410.0
20210603:1400,25.18,39.7,491.8,570.2,115.55,357.85,3.24,175.0,100410.0
20210603:1500,24.46,41.15,306.05,444.0,87.5,348.35,3.59,158.0,100390.0
20210603:1600,23.41,47.15,133.35,252.14,55.95,344.85,4.21,151.0,100400.0
20210603:1700,22.17,55.8,16.0,41.12,11.2,339.85,3.93,153.0,100440.0
20210603:1800,21.16,61.7,0.0,-0.0,0.0,331.7,3.17,156.0,100470.0
20210603:1900,20.07,70.7,0.0,-0.0,0.0,333.05,2.21,167.0,100540.0
20210603:2000,19.6,73.15,0.0,-0.0,0.0,331.1,1.52,144.0,100580.0
20210603:2100,19.04,75.65,0.0,-0.0,0.0,329.75,1.31,100.0,100570.0
20210603:2200,18.43,78.25,0.0,-0.0,0.0,329.55,1.45,70.0,100540.0
20210603:2300,17.82,80.9,0.0,-0.0,0.0,329.4,1.45,51.0,100520.0
20210604:0000,17.36,83.7,0.0,-0.0,0.0,327.45,1.59,38.0,100500.0
20210604:0100,17.23,86.6,0.0,-0.0,0.0,332.2,1.72,33.0,100520.0
20210604:0200,17.02,86.6,0.0,-0.0,0.0,328.6,1.79,23.0,100540.0
20210604:0300,16.95,86.6,0.0,-0.0,0.0,325.3,1.93,12.0,100560.0
20210604:0400,17.29,86.6,150.7,532.83,64.85,327.45,2.07,5.0,100600.0
20210604:0500,18.75,72.95,309.1,528.6,123.45,329.75,2.41,11.0,100630.0
20210604:0600,20.43,53.5,514.7,728.76,126.0,338.5,2.9,17.0,100680.0
20210604:0700,22.04,43.5,691.45,795.75,138.25,336.95,3.03,13.0,100750.0
20210604:0800,23.42,39.45,818.25,811.97,147.85,341.4,3.17,12.0,100740.0
20210604:0900,24.45,35.65,832.75,715.63,177.35,345.05,3.1,11.0,100740.0
20210604:1000,25.03,34.4,814.15,649.17,191.2,351.05,3.1,12.0,100730.0
20210604:1100,25.65,32.1,904.8,787.58,153.45,366.75,3.03,13.0,100700.0
20210604:1200,26.5,28.0,773.6,666.29,174.35,360.95,2.62,9.0,100640.0
20210604:1300,26.55,29.05,671.25,670.68,135.05,362.1,1.93,4.0,100610.0
20210604:1400,26.11,33.4,522.2,624.56,109.3,355.3,1.31,10.0,100580.0
20210604:1500,25.37,38.3,332.15,498.71,85.95,341.95,1.03,54.0,100540.0
20210604:1600,24.41,39.7,143.65,280.13,57.2,336.15,1.52,99.0,100520.0
20210604:1700,23.13,45.35,16.6,44.72,11.3,330.75,1.17,107.0,100530.0
20210604:1800,22.04,48.45,0.0,-0.0,0.0,330.35,0.76,145.0,100580.0
20210604:1900,21.0,55.55,0.0,-0.0,0.0,330.95,1.24,162.0,100650.0
20210604:2000,20.26,65.95,0.0,-0.0,0.0,335.55,0.76,123.0,100720.0
20210604:2100,19.51,65.85,0.0,-0.0,0.0,335.95,0.76,72.0,100720.0
20210604:2200,18.74,70.45,0.0,-0.0,0.0,333.65,0.97,35.0,100710.0
20210604:2300,18.05,72.9,0.0,-0.0,0.0,332.1,1.1,19.0,100680.0
20210605:0000,17.41,75.4,0.0,-0.0,0.0,328.4,1.24,5.0,100640.0
20210605:0100,17.05,78.0,0.0,-0.0,0.0,324.45,1.66,344.0,100650.0
20210605:0200,16.86,78.0,0.0,-0.0,0.0,322.05,1.86,344.0,100640.0
20210605:0300,16.46,80.75,0.0,-0.0,0.0,318.35,1.86,5.0,100600.0
20210605:0400,16.94,78.0,176.9,685.54,66.0,316.4,2.0,9.0,100600.0
20210605:0500,18.85,65.75,365.5,769.67,94.8,318.75,2.07,6.0,100600.0
20210605:0600,20.79,53.5,555.25,825.74,114.5,324.15,2.34,6.0,100600.0
20210605:0700,22.61,42.1,723.75,856.26,128.2,331.9,1.79,359.0,100670.0
20210605:0800,23.95,36.8,854.45,869.34,136.4,338.5,1.45,348.0,100670.0
20210605:0900,25.2,35.65,893.25,799.66,160.6,343.9,1.31,329.0,100640.0
20210605:1000,26.09,32.25,916.2,766.91,179.9,360.75,1.17,310.0,100620.0
20210605:1100,26.75,31.2,798.1,637.01,190.0,361.7,0.83,286.0,100540.0
20210605:1200,26.66,31.2,788.75,685.8,171.4,381.25,0.34,198.0,100480.0
20210605:1300,26.73,32.35,649.8,601.83,168.05,361.7,1.38,146.0,100430.0
20210605:1400,26.24,35.9,464.3,458.7,160.5,361.1,2.55,137.0,100390.0
20210605:1500,25.52,37.1,289.35,322.67,129.6,364.0,3.31,137.0,100360.0
20210605:1600,24.5,39.7,124.85,175.05,70.55,354.75,3.24,144.0,100380.0
20210605:1700,23.32,45.35,16.9,32.85,12.95,344.5,2.83,165.0,100390.0
20210605:1800,22.25,52.0,0.0,-0.0,0.0,338.5,2.55,189.0,100400.0
20210605:1900,20.55,68.4,0.0,-0.0,0.0,334.2,2.21,188.0,100420.0
20210605:2000,20.09,70.7,0.0,-0.0,0.0,333.45,1.45,194.0,100440.0
20210605:2100,19.59,73.15,0.0,-0.0,0.0,330.75,1.1,217.0,100430.0
20210605:2200,18.78,81.0,0.0,-0.0,0.0,330.55,0.9,240.0,100410.0
20210605:2300,18.88,78.3,0.0,-0.0,0.0,330.55,0.69,261.0,100380.0
20210606:0000,18.93,78.3,0.0,-0.0,0.0,330.55,0.34,286.0,100320.0
20210606:0100,18.68,83.8,0.0,-0.0,0.0,330.85,0.34,293.0,100280.0
