time_UTC,T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20150325:0800,11.33,86.15,75.0,0.08,74.95,349.1,1.52,32.0,100270.0
20150325:0900,11.72,86.2,52.9,0.0,52.9,352.2,1.52,2.0,100350.0
20150325:1000,11.83,89.35,75.95,0.0,75.95,357.25,1.93,22.0,100330.0
20150325:1100,12.16,89.35,124.6,2.81,122.35,357.45,2.9,51.0,100270.0
20150325:1200,12.65,89.4,182.55,19.55,167.9,358.4,3.38,72.0,100150.0
20150325:1300,13.4,89.4,166.35,54.4,131.1,357.65,3.17,86.0,100140.0
20150325:1400,14.13,83.35,98.95,36.53,80.55,355.7,4.21,107.0,100110.0
20150325:1500,14.17,86.35,47.75,14.09,43.15,362.1,4.21,115.0,100110.0
20150325:1600,13.79,86.35,12.45,21.07,9.75,355.1,3.79,117.0,100090.0
20150325:1700,13.5,89.4,0.0,-0.0,0.0,349.1,3.17,114.0,100110.0
20150325:1800,13.21,89.4,0.0,-0.0,0.0,336.35,2.76,110.0,100160.0
20150325:1900,12.0,92.6,0.0,-0.0,0.0,325.7,2.55,54.0,100210.0
20150325:2000,11.74,92.6,0.0,-0.0,0.0,325.5,2.48,52.0,100220.0
20150325:2100,11.64,92.55,0.0,-0.0,0.0,330.35,2.62,52.0,100210.0
20150325:2200,11.53,92.55,0.0,-0.0,0.0,328.8,2.97,51.0,100150.0
20150325:2300,12.0,92.6,0.0,-0.0,0.0,360.55,2.9,60.0,100130.0
20150326:0000,12.28,92.6,0.0,-0.0,0.0,356.1,3.03,64.0,100070.0
20150326:0100,12.68,95.95,0.0,-0.0,0.0,367.05,3.1,68.0,100020.0
20150326:0200,12.87,92.65,0.0,-0.0,0.0,359.2,3.17,80.0,99980.0
20150326:0300,12.99,92.65,0.0,-0.0,0.0,355.5,3.17,86.0,99990.0
20150326:0400,13.12,95.95,0.0,-0.0,0.0,362.5,3.17,83.0,99980.0
20150326:0500,13.31,95.95,64.5,174.34,43.25,366.35,3.52,80.0,99970.0
20150326:0600,14.15,95.95,86.4,32.42,76.0,369.05,3.72,83.0,99970.0
20150326:0700,14.57,96.0,155.45,39.94,135.5,376.4,3.45,91.0,100050.0
20150326:0800,15.15,92.7,154.05,12.39,146.05,374.65,4.14,106.0,100040.0
20150326:0900,15.5,89.55,349.25,168.5,222.95,376.8,4.97,116.0,100000.0
20150326:1000,15.98,86.5,280.5,92.67,206.0,371.2,5.66,126.0,99940.0
20150326:1100,15.82,83.55,273.1,52.22,231.05,376.4,5.17,121.0,99880.0
20150326:1200,15.73,86.5,353.1,222.6,185.45,377.95,5.31,120.0,99770.0
20150326:1300,16.15,80.65,210.4,66.78,166.9,357.85,6.69,133.0,99720.0
20150326:1400,15.86,80.65,89.95,14.79,82.45,367.5,7.1,141.0,99620.0
20150326:1500,14.96,89.5,31.15,4.86,29.55,370.4,5.45,135.0,99540.0
20150326:1600,14.14,99.4,2.0,0.0,2.0,373.1,5.31,129.0,99460.0
20150326:1700,13.98,99.4,0.0,-0.0,0.0,378.95,5.24,133.0,99400.0
20150326:1800,14.02,99.4,0.0,-0.0,0.0,374.1,5.79,145.0,99390.0
20150326:1900,13.66,99.4,0.0,-0.0,0.0,378.55,6.62,138.0,99480.0
20150326:2000,13.45,95.95,0.0,-0.0,0.0,370.2,6.62,137.0,99430.0
20150326:2100,13.32,92.65,0.0,-0.0,0.0,364.6,6.28,136.0,99400.0
20150326:2200,13.32,89.4,0.0,-0.0,0.0,360.35,5.66,132.0,99340.0
20150326:2300,13.57,89.4,0.0,-0.0,0.0,352.8,5.24,127.0,99260.0
20150327:0000,13.6,89.4,0.0,-0.0,0.0,334.0,4.62,121.0,99170.0
20150327:0100,13.5,89.4,0.0,-0.0,0.0,330.45,3.31,105.0,99050.0
20150327:0200,13.3,89.4,0.0,-0.0,0.0,330.75,2.62,81.0,98930.0
20150327:0300,13.01,89.4,0.0,-0.0,0.0,331.7,2.0,69.0,98850.0
20150327:0400,12.34,92.6,0.0,-0.0,0.0,334.2,1.03,79.0,98850.0
20150327:0500,13.11,92.65,107.6,408.17,55.7,319.9,0.62,138.0,98880.0
20150327:0600,13.87,92.65,284.05,552.74,103.9,339.45,1.03,166.0,98920.0
20150327:0700,15.42,86.5,437.35,565.05,152.35,332.1,1.31,174.0,98920.0
20150327:0800,16.32,83.6,543.1,561.44,177.95,350.5,2.14,193.0,98930.0
20150327:0900,16.97,80.8,598.4,482.52,234.6,350.5,2.83,198.0,98950.0
20150327:1000,17.32,78.1,642.4,516.54,225.0,356.1,3.03,197.0,98920.0
20150327:1100,17.53,75.4,649.7,587.56,174.35,351.05,3.45,195.0,98900.0
20150327:1200,17.51,75.4,542.2,473.74,183.7,341.4,3.66,189.0,98890.0
20150327:1300,17.12,78.0,445.5,472.2,136.3,331.1,3.93,185.0,98890.0
20150327:1400,16.87,78.0,328.9,449.48,99.6,337.1,3.93,186.0,98840.0
20150327:1500,16.65,80.75,159.75,293.57,62.1,320.3,3.45,183.0,98840.0
20150327:1600,15.92,83.55,21.4,64.01,12.8,313.1,2.97,179.0,98850.0
20150327:1700,14.92,86.45,0.0,-0.0,0.0,311.55,2.9,179.0,98870.0
20150327:1800,14.11,92.65,0.0,-0.0,0.0,301.9,2.76,179.0,98910.0
20150327:1900,13.2,92.65,0.0,-0.0,0.0,302.3,1.86,176.0,98900.0
20150327:2000,12.85,92.65,0.0,-0.0,0.0,296.85,2.48,191.0,98890.0
20150327:2100,12.49,92.6,0.0,-0.0,0.0,294.15,2.97,192.0,98890.0
20150327:2200,12.3,92.6,0.0,-0.0,0.0,297.65,3.52,189.0,98880.0
20150327:2300,12.13,92.6,0.0,-0.0,0.0,300.55,4.0,183.0,98850.0
20150328:0000,11.87,92.6,0.0,-0.0,0.0,312.55,4.21,179.0,98800.0
20150328:0100,11.56,92.55,0.0,-0.0,0.0,315.55,4.0,180.0,98750.0
20150328:0200,11.44,92.55,0.0,-0.0,0.0,324.75,3.59,185.0,98700.0
20150328:0300,11.24,92.55,0.0,-0.0,0.0,313.1,3.03,187.0,98700.0
20150328:0400,11.22,92.55,0.0,-0.0,0.0,322.4,2.55,187.0,98700.0
20150328:0500,11.13,95.9,112.45,364.8,64.15,315.65,1.93,190.0,98720.0
20150328:0600,11.88,89.35,312.1,572.46,122.6,329.4,1.86,200.0,98750.0
20150328:0700,13.07,80.35,510.9,748.29,129.8,320.1,2.41,209.0,98750.0
20150328:0800,13.92,77.6,626.15,699.04,168.25,308.5,2.21,226.0,98780.0
20150328:0900,14.6,72.3,683.2,677.4,169.5,319.9,1.93,232.0,98800.0
20150328:1000,15.11,69.85,629.6,573.53,163.8,323.95,1.45,230.0,98800.0
20150328:1100,15.66,69.9,682.95,682.38,128.3,317.0,1.24,241.0,98790.0
20150328:1200,15.96,67.55,587.95,598.79,132.7,334.6,1.38,234.0,98780.0
20150328:1300,16.07,67.55,391.3,379.86,141.3,317.95,2.21,209.0,98750.0
20150328:1400,15.67,72.45,256.0,297.57,103.25,321.05,2.9,198.0,98760.0
20150328:1500,14.75,77.75,153.1,256.02,67.15,333.85,2.9,195.0,98760.0
20150328:1600,14.03,83.35,19.6,48.02,13.0,305.55,1.45,209.0,98850.0
20150328:1700,13.44,83.25,0.0,-0.0,0.0,309.85,0.41,201.0,98890.0
20150328:1800,13.01,83.25,0.0,-0.0,0.0,303.45,0.07,67.0,98960.0
20150328:1900,12.3,80.3,0.0,-0.0,0.0,317.55,0.83,17.0,99060.0
20150328:2000,10.85,89.3,0.0,-0.0,0.0,315.25,1.52,20.0,99080.0
20150328:2100,10.34,92.5,0.0,-0.0,0.0,315.45,1.59,24.0,99120.0
20150328:2200,9.97,92.5,0.0,-0.0,0.0,311.4,1.45,25.0,99100.0
20150328:2300,9.43,95.85,0.0,-0.0,0.0,302.65,1.79,21.0,99120.0
20150329:0000,9.69,92.5,0.0,-0.0,0.0,313.7,2.14,16.0,99110.0
20150329:0100,10.3,92.5,0.0,-0.0,0.0,339.95,2.07,10.0,99090.0
20150329:0200,10.62,92.5,0.0,-0.0,0.0,340.0,2.0,10.0,99120.0
20150329:0300,10.89,89.3,0.0,-0.0,0.0,344.5,1.93,12.0,99130.0
20150329:0400,10.55,89.25,0.0,-0.0,0.0,320.5,2.21,6.0,99170.0
20150329:0500,10.72,86.1,57.65,11.63,56.05,338.1,2.21,2.0,99200.0
20150329:0600,11.37,80.15,134.0,87.32,104.65,337.3,2.34,354.0,99260.0
20150329:0700,12.18,74.6,258.25,157.54,177.25,345.45,3.31,2.0,99300.0
20150329:0800,12.76,69.55,279.9,132.19,192.7,346.6,3.45,359.0,99340.0
20150329:0900,13.41,69.55,423.95,151.31,308.55,350.5,3.1,356.0,99370.0
20150329:1000,14.3,64.85,466.45,291.29,228.7,344.1,2.55,347.0,99360.0
20150329:1100,15.02,64.95,497.7,299.18,253.4,335.0,1.79,324.0,99340.0
20150329:1200,15.42,62.75,358.1,143.3,248.65,332.85,1.66,290.0,99360.0
20150329:1300,15.37,62.75,377.8,323.92,163.55,347.75,1.59,282.0,99330.0
20150329:1400,15.43,62.75,254.55,278.82,110.55,348.35,1.59,266.0,99340.0
20150329:1500,15.16,64.95,120.55,160.87,66.05,351.65,1.31,265.0,99350.0
20150329:1600,14.52,67.25,20.8,50.53,13.7,332.65,0.34,212.0,99400.0
20150329:1700,13.79,72.2,0.0,-0.0,0.0,320.5,1.31,139.0,99460.0
20150329:1800,12.52,80.3,0.0,-0.0,0.0,309.45,1.45,134.0,99540.0
20150329:1900,11.09,89.3,0.0,-0.0,0.0,307.3,1.45,164.0,99620.0
20150329:2000,10.37,89.25,0.0,-0.0,0.0,306.95,1.59,159.0,99660.0
20150329:2100,10.04,92.5,0.0,-0.0,0.0,314.65,1.66,175.0,99680.0
20150329:2200,9.96,92.5,0.0,-0.0,0.0,315.45,1.86,195.0,99690.0
20150329:2300,9.7,89.2,0.0,-0.0,0.0,307.5,1.86,200.0,99690.0
20150330:0000,9.49,92.45,0.0,-0.0,0.0,308.5,1.79,203.0,99670.0
20150330:0100,9.09,92.45,0.0,-0.0,0.0,289.45,1.66,211.0,99650.0
20150330:0200,8.8,92.45,0.0,-0.0,0.0,292.2,1.52,207.0,99630.0
20150330:0300,8.72,92.45,0.0,-0.0,0.0,296.65,1.52,206.0,99620.0
20150330:0400,8.62,95.85,0.0,-0.0,0.0,293.0,1.45,224.0,99630.0
20150330:0500,8.49,95.85,158.9,633.91,68.35,304.05,1.72,253.0,99680.0
20150330:0600,11.63,92.55,348.65,690.57,113.05,305.95,1.93,264.0,99720.0
20150330:0700,12.76,80.35,555.5,826.88,126.35,310.6,2.48,268.0,99740.0
20150330:0800,13.85,74.85,711.9,886.29,123.2,301.9,2.97,261.0,99730.0
20150330:0900,14.86,64.95,801.3,874.23,130.8,293.75,3.31,255.0,99710.0
20150330:1000,15.54,58.35,856.0,888.83,127.0,296.65,3.31,246.0,99660.0
20150330:1100,16.11,54.35,821.8,842.28,130.9,288.75,3.45,239.0,99600.0
20150330:1200,16.48,50.6,726.0,793.05,117.55,298.6,3.38,232.0,99550.0
20150330:1300,16.57,52.5,576.6,708.93,105.4,287.95,3.17,214.0,99460.0
20150330:1400,16.37,56.5,382.25,551.81,95.55,286.6,3.52,194.0,99380.0
20150330:1500,15.72,65.05,152.4,182.26,90.1,289.5,3.59,185.0,99320.0
20150330:1600,15.02,69.85,19.75,12.19,18.0,302.3,2.48,183.0,99330.0
20150330:1700,14.3,74.95,0.0,-0.0,0.0,317.0,1.45,191.0,99330.0
20150330:1800,13.27,83.25,0.0,-0.0,0.0,315.05,1.1,210.0,99320.0
20150330:1900,12.93,80.35,0.0,-0.0,0.0,325.3,1.45,257.0,99300.0
20150330:2000,13.03,74.75,0.0,-0.0,0.0,330.75,1.93,260.0,99340.0
20150330:2100,12.95,72.1,0.0,-0.0,0.0,332.3,2.0,258.0,99330.0
20150330:2200,12.52,74.7,0.0,-0.0,0.0,331.1,1.86,261.0,99320.0
20150330:2300,12.07,77.35,0.0,-0.0,0.0,327.05,1.79,272.0,99300.0
20150331:0000,12.11,77.35,0.0,-0.0,0.0,330.15,2.0,292.0,99290.0
20150331:0100,11.83,77.35,0.0,-0.0,0.0,329.3,2.0,310.0,99260.0
20150331:0200,11.57,77.3,0.0,-0.0,0.0,329.95,2.14,328.0,99250.0
20150331:0300,11.32,77.3,0.0,-0.0,0.0,330.75,2.34,339.0,99240.0
20150331:0400,11.24,77.3,0.0,-0.0,0.0,340.4,2.48,340.0,99280.0
20150331:0500,11.13,80.1,74.45,107.41,58.55,330.15,2.34,340.0,99360.0
20150331:0600,11.81,77.35,328.45,554.9,136.35,328.05,2.0,338.0,99440.0
20150331:0700,13.17,69.55,540.2,764.7,139.65,306.15,2.34,342.0,99520.0
20150331:0800,14.47,62.55,635.3,768.36,121.45,299.95,3.59,331.0,99590.0
20150331:0900,15.56,56.25,743.95,751.69,164.25,306.35,4.28,342.0,99610.0
20150331:1000,16.51,50.6,579.05,369.18,274.8,316.4,4.41,340.0,99630.0
20150331:1100,16.82,48.9,385.7,87.69,313.45,336.35,4.41,337.0,99650.0
20150331:1200,16.95,48.9,519.15,370.02,234.0,351.85,4.21,333.0,99620.0
20150331:1300,17.45,47.3,464.55,486.02,139.95,322.4,4.14,327.0,99630.0
20150331:1400,17.58,47.3,383.55,557.46,92.2,315.65,3.1,334.0,99570.0
20150331:1500,17.58,47.3,183.4,346.97,63.75,297.05,2.0,336.0,99600.0
20150331:1600,14.77,73.78,27.25,81.86,15.25,289.72,1.57,7.0,99630.0
20150331:1700,14.31,74.99,0.0,-0.0,0.0,290.0,1.69,150.0,99700.0
20150331:1800,13.85,76.19,0.0,-0.0,0.0,290.27,1.81,158.0,99760.0
20150331:1900,13.4,77.4,0.0,-0.0,0.0,290.54,1.93,164.0,99800.0
20150331:2000,12.94,78.61,0.0,-0.0,0.0,290.82,2.05,173.0,99820.0
20150331:2100,12.48,79.82,0.0,-0.0,0.0,291.09,2.17,180.0,99770.0
20150331:2200,12.03,81.04,0.0,-0.0,0.0,291.36,2.29,192.0,99720.0
20150331:2300,11.57,82.25,0.0,-0.0,0.0,291.64,2.41,202.0,99650.0
20070401:0000,11.11,83.46,0.0,-0.0,0.0,291.91,2.53,16.0,100450.0
20070401:0100,10.65,84.67,0.0,-0.0,0.0,292.19,2.65,7.0,100490.0
20070401:0200,10.2,85.88,0.0,-0.0,0.0,292.46,2.76,6.0,100540.0
20070401:0300,9.74,87.08,0.0,-0.0,0.0,292.73,2.88,10.0,100580.0
20070401:0400,9.28,88.29,0.0,-0.0,0.0,293.01,3.0,12.0,100650.0
20070401:0500,8.83,89.5,162.85,603.16,70.45,293.28,3.12,10.0,100730.0
20070401:0600,8.37,90.72,353.45,649.82,125.25,293.55,3.24,4.0,100800.0
20070401:0700,7.91,91.93,518.95,691.51,153.45,293.83,3.36,7.0,100830.0
20070401:0800,12.88,66.95,606.95,576.47,218.85,305.2,4.48,1.0,100900.0
20070401:0900,13.81,60.2,684.6,569.73,242.85,317.75,4.97,358.0,100950.0
20070401:1000,14.65,54.1,730.3,644.99,196.25,311.4,5.38,357.0,100960.0
20070401:1100,15.1,50.35,741.7,664.39,191.9,307.5,5.17,360.0,100970.0
20070401:1200,15.36,46.75,655.9,639.09,161.25,306.95,5.17,4.0,100970.0
20070401:1300,15.3,45.05,571.75,669.04,122.8,291.45,5.1,9.0,100950.0
20070401:1400,14.92,43.4,396.1,567.74,97.65,283.3,5.24,13.0,100950.0
20070401:1500,14.19,44.75,189.6,351.18,67.45,278.3,5.17,15.0,101000.0
20070401:1600,13.14,48.0,27.15,80.55,15.1,274.4,4.83,16.0,101030.0
20070401:1700,12.04,51.5,0.0,-0.0,0.0,272.1,4.14,13.0,101090.0
20070401:1800,11.23,57.4,0.0,-0.0,0.0,274.4,3.66,9.0,101120.0
20070401:1900,10.48,61.75,0.0,-0.0,0.0,266.65,3.24,358.0,101180.0
20070401:2000,10.06,64.0,0.0,-0.0,0.0,265.9,2.97,343.0,101220.0
20070401:2100,9.69,66.35,0.0,-0.0,0.0,266.3,3.03,334.0,101240.0
20070401:2200,9.38,66.35,0.0,-0.0,0.0,266.85,3.38,338.0,101240.0
20070401:2300,9.06,68.8,0.0,-0.0,0.0,265.3,3.52,342.0,101200.0
20070402:0000,8.79,71.35,0.0,-0.0,0.0,263.75,3.52,344.0,101160.0
20070402:0100,8.55,71.35,0.0,-0.0,0.0,264.45,3.45,342.0,101110.0
20070402:0200,8.35,71.35,0.0,-0.0,0.0,264.15,3.31,337.0,101080.0
20070402:0300,8.2,76.8,0.0,-0.0,0.0,264.75,3.24,330.0,101100.0
20070402:0400,8.06,76.8,0.0,-0.0,0.0,264.95,3.24,326.0,101120.0
20070402:0500,8.31,79.7,191.4,771.5,69.25,267.25,3.17,328.0,101150.0
20070402:0600,10.05,66.45,400.25,854.34,96.0,268.05,3.24,331.0,101170.0
20070402:0700,12.39,53.6,586.05,884.56,114.35,270.15,3.79,335.0,101160.0
20070402:0800,13.76,46.35,731.1,881.18,133.95,275.95,4.21,352.0,101170.0
20070402:0900,14.86,43.25,803.9,822.83,162.5,283.9,4.28,3.0,101160.0
20070402:1000,15.62,38.85,858.15,859.13,143.5,285.85,4.21,12.0,101090.0
20070402:1100,16.26,37.55,824.5,822.25,141.15,281.6,4.14,17.0,101000.0
20070402:1200,16.7,34.9,738.05,785.54,127.45,283.5,4.07,19.0,100920.0
20070402:1300,16.75,33.6,572.05,656.01,129.8,282.55,4.0,22.0,100850.0
20070402:1400,16.33,34.8,371.15,496.61,108.6,283.3,3.93,29.0,100780.0
20070402:1500,15.57,36.0,180.15,294.62,76.8,284.5,3.72,30.0,100770.0
20070402:1600,14.68,38.55,30.4,88.13,16.95,282.95,3.45,32.0,100780.0
20070402:1700,13.41,42.95,0.0,-0.0,0.0,271.9,3.03,40.0,100760.0
20070402:1800,12.24,49.6,0.0,-0.0,0.0,268.8,2.9,43.0,100720.0
20070402:1900,11.16,59.6,0.0,-0.0,0.0,265.5,2.14,26.0,100730.0
20070402:2000,9.84,68.9,0.0,-0.0,0.0,264.95,1.72,8.0,100700.0
20070402:2100,8.88,71.4,0.0,-0.0,0.0,262.4,1.59,347.0,100670.0
20070402:2200,8.17,76.8,0.0,-0.0,0.0,262.2,1.72,336.0,100630.0
20070402:2300,7.63,79.65,0.0,-0.0,0.0,261.85,1.79,331.0,100590.0
20070403:0000,7.21,82.6,0.0,-0.0,0.0,262.2,1.79,330.0,100540.0
20070403:0100,6.89,82.6,0.0,-0.0,0.0,261.95,1.79,336.0,100470.0
20070403:0200,6.66,85.7,0.0,-0.0,0.0,263.4,1.72,346.0,100410.0
20070403:0300,6.43,85.7,0.0,-0.0,0.0,261.05,1.66,359.0,100380.0
20070403:0400,6.14,82.55,0.0,-0.0,0.0,260.5,1.66,12.0,100330.0
20070403:0500,6.68,85.7,203.8,834.6,67.4,261.25,1.45,13.0,100320.0
20070403:0600,10.12,71.6,393.15,782.2,110.75,263.2,0.76,5.0,100330.0
20070403:0700,13.26,42.8,583.2,831.06,136.15,270.15,0.9,11.0,100340.0
20070403:0800,14.35,35.6,733.95,861.96,146.05,275.75,0.14,100.0,100320.0
20070403:0900,15.22,33.2,835.9,888.68,139.55,277.9,0.9,206.0,100280.0
20070403:1000,15.91,33.35,870.3,883.02,132.45,279.85,1.72,212.0,100210.0
20070403:1100,16.42,33.5,840.55,858.35,124.2,281.0,2.48,212.0,100130.0
20070403:1200,16.61,32.35,736.15,779.64,127.6,281.2,3.17,209.0,100070.0
20070403:1300,16.42,34.8,592.1,698.5,119.05,282.55,3.66,204.0,99990.0
20070403:1400,15.97,34.8,398.85,567.28,97.25,284.3,3.86,195.0,99930.0
20070403:1500,15.16,38.7,196.2,369.49,65.5,281.0,4.0,186.0,99870.0
20070403:1600,14.17,44.75,31.35,90.3,17.3,281.4,3.79,184.0,99860.0
20070403:1700,13.07,49.85,0.0,-0.0,0.0,280.6,3.31,188.0,99850.0
20070403:1800,12.2,55.5,0.0,-0.0,0.0,275.95,2.9,190.0,99890.0
20070403:1900,11.34,59.6,0.0,-0.0,0.0,279.05,2.55,193.0,99850.0
20070403:2000,10.83,61.75,0.0,-0.0,0.0,277.9,2.41,197.0,99820.0
20070403:2100,10.42,64.1,0.0,-0.0,0.0,275.75,2.41,200.0,99780.0
20070403:2200,10.11,69.0,0.0,-0.0,0.0,278.65,2.28,201.0,99760.0
20070403:2300,9.8,74.2,0.0,-0.0,0.0,276.35,2.21,199.0,99710.0
20070404:0000,9.45,74.2,0.0,-0.0,0.0,277.7,2.07,193.0,99650.0
20070404:0100,8.86,79.85,0.0,-0.0,0.0,279.35,1.86,179.0,99600.0
20070404:0200,8.42,79.75,0.0,-0.0,0.0,274.05,1.93,168.0,99530.0
20070404:0300,8.56,79.75,0.0,-0.0,0.0,279.05,2.28,160.0,99510.0
20070404:0400,9.37,77.0,0.0,-0.0,0.0,279.45,2.69,160.0,99480.0
20070404:0500,9.92,77.1,163.0,413.65,93.3,286.8,3.03,166.0,99510.0
20070404:0600,11.54,69.25,340.55,529.92,146.65,295.3,3.24,168.0,99520.0
20070404:0700,12.94,62.3,544.45,745.29,140.1,294.35,2.76,151.0,99580.0
20070404:0800,14.35,52.0,695.4,774.21,164.0,299.55,3.38,152.0,99580.0
20070404:0900,15.43,45.15,731.35,671.85,202.2,300.75,4.34,151.0,99590.0
20070404:1000,16.07,42.05,748.55,573.38,267.3,308.65,5.17,146.0,99550.0
20070404:1100,16.36,42.05,668.15,479.23,266.55,308.1,5.86,145.0,99490.0
20070404:1200,16.14,43.65,494.2,313.17,248.75,316.05,5.86,142.0,99440.0
20070404:1300,15.69,48.65,437.4,344.49,203.05,323.55,5.66,140.0,99420.0
20070404:1400,15.47,48.65,282.15,258.23,144.1,327.05,5.72,137.0,99380.0
20070404:1500,14.84,56.15,130.35,116.64,88.75,324.35,5.66,135.0,99350.0
20070404:1600,14.19,64.85,22.55,35.0,17.0,319.7,5.31,124.0,99290.0
20070404:1700,13.37,74.75,0.0,-0.0,0.0,310.6,4.34,119.0,99300.0
20070404:1800,12.96,80.35,0.0,-0.0,0.0,317.4,4.34,118.0,99310.0
20070404:1900,12.73,86.25,0.0,-0.0,0.0,323.95,3.38,108.0,99230.0
20070404:2000,12.74,86.25,0.0,-0.0,0.0,329.55,2.62,124.0,99230.0
20070404:2100,12.59,89.4,0.0,-0.0,0.0,331.1,2.21,126.0,99220.0
20070404:2200,12.63,89.4,0.0,-0.0,0.0,349.7,1.86,128.0,99230.0
20070404:2300,12.39,92.6,0.0,-0.0,0.0,363.05,1.03,153.0,99210.0
20070405:0000,12.19,92.6,0.0,-0.0,0.0,347.0,0.83,267.0,99210.0
20070405:0100,11.51,95.9,0.0,-0.0,0.0,337.25,1.79,306.0,99210.0
20070405:0200,11.38,92.55,0.0,-0.0,0.0,328.6,2.41,319.0,99240.0
20070405:0300,10.85,95.9,0.0,-0.0,0.0,303.05,2.41,321.0,99260.0
20070405:0400,10.29,95.9,0.0,-0.0,0.0,289.3,2.21,318.0,99300.0
20070405:0500,10.34,95.9,211.95,803.87,72.45,293.55,1.72,314.0,99360.0
20070405:0600,12.29,89.35,399.6,782.37,109.55,283.5,1.59,306.0,99430.0
20070405:0700,13.32,77.5,559.15,788.78,127.6,297.85,1.52,306.0,99500.0
20070405:0800,14.41,67.35,720.95,866.94,122.2,291.85,1.52,296.0,99570.0
20070405:0900,15.57,60.65,823.9,844.97,155.05,291.45,1.38,272.0,99610.0
20070405:1000,16.68,54.6,819.25,782.16,159.9,302.65,1.79,233.0,99620.0
20070405:1100,17.34,54.6,774.05,734.72,155.85,311.0,2.76,214.0,99590.0
20070405:1200,17.55,52.75,601.9,545.41,172.7,321.25,3.31,210.0,99570.0
20070405:1300,17.14,54.6,550.2,607.59,135.05,329.0,3.03,204.0,99550.0
20070405:1400,17.18,54.6,361.5,471.25,108.2,318.95,3.1,198.0,99540.0
20070405:1500,16.66,56.6,175.85,291.76,70.95,319.5,3.1,190.0,99550.0
20070405:1600,15.78,65.15,26.8,60.67,17.0,309.05,2.83,178.0,99590.0
20070405:1700,14.74,72.4,0.0,-0.0,0.0,309.65,2.07,157.0,99650.0
20070405:1800,13.99,77.65,0.0,-0.0,0.0,312.55,1.66,124.0,99710.0
20070405:1900,13.07,80.35,0.0,-0.0,0.0,297.05,2.55,95.0,99830.0
20070405:2000,12.52,83.25,0.0,-0.0,0.0,301.9,2.69,92.0,99830.0
20070405:2100,12.06,86.2,0.0,-0.0,0.0,297.85,2.48,86.0,99910.0
20070405:2200,11.62,89.3,0.0,-0.0,0.0,296.1,2.07,71.0,99940.0
20070405:2300,11.27,89.3,0.0,-0.0,0.0,302.65,1.93,54.0,99980.0
20070406:0000,11.02,89.3,0.0,-0.0,0.0,307.9,2.0,40.0,99970.0
20070406:0100,10.76,92.5,0.0,-0.0,0.0,307.05,2.0,32.0,99980.0
20070406:0200,10.49,92.5,0.0,-0.0,0.0,306.15,1.93,27.0,99990.0
20070406:0300,10.04,92.5,0.0,-0.0,0.0,299.55,1.72,18.0,100020.0
20070406:0400,9.75,95.85,0.0,-0.0,0.0,310.8,1.66,9.0,100050.0
20070406:0500,9.99,95.9,140.0,341.39,79.05,317.4,1.45,6.0,100110.0
20070406:0600,11.31,92.55,275.4,402.52,124.25,327.85,1.1,2.0,100180.0
20070406:0700,13.53,74.85,464.05,543.94,164.0,325.9,1.03,18.0,100220.0
20070406:0800,14.93,67.45,581.1,540.54,205.5,316.4,0.76,27.0,100250.0
20070406:0900,16.03,62.95,683.8,585.25,218.25,324.55,0.07,53.0,100260.0
20070406:1000,16.68,60.85,676.55,496.58,256.15,334.8,0.55,208.0,100230.0
20070406:1100,17.06,60.85,726.65,635.58,189.75,340.4,1.17,197.0,100200.0
20070406:1200,17.18,63.05,503.3,390.23,195.0,335.0,1.79,186.0,100180.0
20070406:1300,16.97,60.85,446.1,446.64,139.6,345.65,2.14,176.0,100160.0
20070406:1400,16.66,60.85,302.0,388.71,91.95,322.8,2.28,156.0,100140.0
20070406:1500,16.04,62.95,157.5,245.44,68.55,324.55,1.72,132.0,100180.0
20070406:1600,15.42,67.55,24.0,52.89,15.3,329.2,1.45,106.0,100190.0
20070406:1700,14.68,75.0,0.0,-0.0,0.0,321.65,0.9,106.0,100200.0
20070406:1800,14.05,77.65,0.0,-0.0,0.0,318.35,0.48,92.0,100250.0
20070406:1900,13.3,80.35,0.0,-0.0,0.0,312.15,0.97,188.0,100290.0
20070406:2000,12.36,83.15,0.0,-0.0,0.0,303.85,1.1,212.0,100310.0
20070406:2100,11.73,86.15,0.0,-0.0,0.0,303.85,1.24,218.0,100330.0
20070406:2200,11.53,86.15,0.0,-0.0,0.0,296.3,1.17,229.0,100320.0
20070406:2300,12.37,86.2,0.0,-0.0,0.0,292.2,0.9,247.0,100290.0
20070407:0000,12.09,86.2,0.0,-0.0,0.0,291.05,0.55,287.0,100270.0
20070407:0100,11.59,89.3,0.0,-0.0,0.0,292.15,0.62,329.0,100200.0
20070407:0200,10.78,95.9,0.0,-0.0,0.0,295.1,0.62,344.0,100220.0
20070407:0300,10.07,99.4,0.0,-0.0,0.0,296.85,0.76,347.0,100210.0
20070407:0400,8.75,99.4,0.0,-0.0,0.0,304.05,0.97,349.0,100200.0
20070407:0500,8.56,99.4,184.95,542.0,85.5,312.75,1.1,345.0,100250.0
20070407:0600,10.98,92.55,369.8,608.29,138.5,324.95,1.17,336.0,100270.0
20070407:0700,13.5,83.35,572.35,742.15,159.65,328.8,1.38,334.0,100330.0
20070407:0800,15.36,72.45,744.8,878.22,130.9,312.95,1.52,327.0,100330.0
