datetime,SolRad_Hor,SolRad_Dif,Air Temp,zenith,azimuth,DNI,Load (kW),total_irradiance,effective_irradiance,cell_temperature,dc_power_raw_per_panel,temperature_factor,dc_power_output_per_panel,dc_power_output,ac_power_output,E_incident,E_effective,E_dc,E_ac,E_loss_shading_soiling,E_loss_temperature,E_loss_inverter,E_loss_total,weighting_factor,mismatch,weighted_mismatch,E_ac_Wh
2023-02-12 23:00:00+02:00,0.0,0.0,15.16,147.12610798495746,311.3145181039814,0.0,117.92,0.0,0.0,15.16,0.0,1.043296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.92,0.0,0.0
2023-02-13 00:00:00+02:00,0.0,0.0,15.02,154.05663757481506,337.7844521395108,0.0,117.92,0.0,0.0,15.02,0.0,1.043912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.92,0.0,0.0
2023-02-13 01:00:00+02:00,0.0,0.0,14.82,155.11310350665457,12.094315752146485,0.0,117.92,0.0,0.0,14.82,0.0,1.044792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.92,0.0,0.0
2023-02-13 02:00:00+02:00,0.0,0.0,14.61,149.66101727534596,41.663111789705,0.0,117.92,0.0,0.0,14.61,0.0,1.045716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.92,0.0,0.0
2023-02-13 03:00:00+02:00,0.0,0.0,14.44,140.34944433220852,61.4525394375288,0.0,117.92,0.0,0.0,14.44,0.0,1.046464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.92,0.0,0.0
2023-02-13 04:00:00+02:00,0.0,0.0,14.38,129.35800757999874,75.07117306822863,0.0,117.92,0.0,0.0,14.38,0.0,1.046728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.92,0.0,0.0
2023-02-13 05:00:00+02:00,0.0,0.0,14.4,117.70573788804333,85.63927267008307,0.0,117.92,0.0,0.0,14.4,0.0,1.04664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.92,0.0,0.0
2023-02-13 06:00:00+02:00,104.0,60.0,14.31,105.88869885200964,94.87172268385649,0.0,93.17,55.54167253648993,51.653755458935635,16.04567726676531,12.396901310144552,1.0393990200262326,12.885327073126167,10888.10137679161,10452.577321719946,76974.34307239708,71586.13905732927,10888.10137679161,10452.577321719946,5388.204015067808,60698.037680537665,435.5240550716644,66521.76575067714,0.0,-85.06425686379968,0.0,10452.577321719946
2023-02-13 07:00:00+02:00,207.0,156.0,14.06,94.2262775197996,103.78551488281698,0.0,93.17,142.3299812332081,132.36688254688352,18.507811913537754,31.76805181125204,1.0285656275804338,32.67552614824819,27610.81959526972,26506.38681145893,197252.91487639394,183445.21083504637,27610.81959526972,26506.38681145893,13807.704041347577,155834.39123977665,1104.4327838107893,170746.528064935,0.0,-73.72571221951608,0.0,26506.38681145893
2023-02-13 08:00:00+02:00,293.0,235.0,14.0,82.88872575942501,113.1311624436538,422.15215852281375,107.934549168326,899.0700502971185,836.1351467763202,42.095939071784954,200.67243522631685,0.9247778680841462,185.57742683184722,156812.9256729109,150540.40864599447,1246007.247120997,1158786.739822527,156812.9256729109,150540.40864599447,87220.50729847001,1001973.814149616,6272.517026916437,1095466.8384750024,0.4389957723276261,-85.74684765440676,37.64250361070559,150540.40864599447
