azimuth_angle;tilt_angle;weighted_energy_mismatch_kWh;total_energy_production_kWh
130.00;50.59;139382.19;292912.82
130.00;50.61;139386.04;292916.10
130.00;50.62;139389.04;292918.64
130.00;50.65;139394.13;292922.92
130.00;50.67;139398.10;292926.25
130.00;50.68;139400.33;292928.10
130.00;50.68;139400.55;292928.29
130.00;50.82;139429.24;292951.64
130.00;50.83;139431.27;292953.25
130.00;50.87;139439.52;292959.77
130.00;50.89;139443.38;292962.78
130.00;50.98;139462.97;292977.83
130.00;50.99;139464.50;292978.99
130.00;51.03;139471.26;292984.06
130.00;51.03;139471.57;292984.28
130.00;51.06;139477.27;292988.51
130.00;51.13;139491.42;292998.85
130.00;51.19;139504.76;293008.38
130.00;51.21;139507.74;293010.48
130.00;51.27;139519.60;293018.72
130.00;51.32;139530.01;293025.81
130.00;51.35;139536.79;293030.35
130.00;51.36;139538.52;293031.50
130.00;51.53;139572.35;293053.27
130.00;51.60;139584.65;293060.82
130.00;51.60;139585.39;293061.26
130.00;51.71;139606.44;293073.66
130.00;51.75;139614.70;293078.33
130.00;51.81;139625.21;293084.14
130.00;52.07;139676.62;293110.47
130.00;52.21;139702.37;293122.23
130.00;52.25;139708.98;293125.10
130.00;52.25;139709.30;293125.24
130.00;52.27;139714.24;293127.34
130.00;52.38;139734.15;293135.43
130.00;52.47;139751.09;293141.83
130.00;52.64;139781.52;293152.25
130.00;52.70;139793.46;293155.94
130.00;52.86;139822.70;293163.87
130.00;52.93;139834.02;293166.56
130.00;52.96;139839.78;293167.85
130.00;53.10;139864.53;293172.73
130.00;53.33;139903.69;293178.19
130.00;53.42;139920.40;293179.64
130.00;53.48;139929.45;293180.20
130.00;53.61;139951.97;293180.92
130.00;53.63;139954.79;293180.93
130.00;53.64;139956.65;293180.94
150.00;13.21;129040.33;239393.43
150.00;13.21;129040.33;239396.87
150.00;13.23;129040.44;239440.04
150.00;13.29;129040.88;239549.25
150.00;13.30;129040.97;239571.87
150.00;13.32;129041.13;239611.12
150.00;13.33;129041.27;239644.51
150.00;13.36;129041.49;239691.58
150.00;13.37;129041.56;239707.13
150.00;13.37;129041.62;239719.83
150.00;13.40;129041.87;239775.66
150.00;13.44;129042.20;239845.87
150.00;13.53;129043.07;240037.18
150.00;13.56;129043.25;240078.08
150.00;13.59;129043.59;240143.26
150.00;13.59;129043.65;240153.76
150.00;13.63;129044.05;240223.44
150.00;13.63;129044.07;240228.08
150.00;13.70;129044.88;240354.98
150.00;13.72;129045.13;240394.97
150.00;13.74;129045.44;240442.55
150.00;13.76;129045.64;240471.43
150.00;13.78;129045.99;240519.45
150.00;13.78;129046.02;240523.13
150.00;13.80;129046.22;240547.95
150.00;13.85;129047.07;240654.64
150.00;13.89;129047.70;240734.37
150.00;13.90;129047.78;240743.98
150.00;13.91;129047.94;240763.17
150.00;13.92;129048.13;240785.12
150.00;13.93;129048.34;240809.90
150.00;13.97;129049.03;240891.30
150.00;14.00;129049.46;240937.81
150.00;14.00;129049.59;240950.16
150.00;14.05;129050.52;241036.98
150.00;14.05;129050.54;241039.25
150.00;14.06;129050.68;241052.05
150.00;14.11;129051.89;241158.42
150.00;14.14;129052.55;241215.69
150.00;14.14;129052.58;241218.46
150.00;14.20;129053.73;241319.78
150.00;14.21;129054.07;241350.16
150.00;14.23;129054.57;241394.87
150.00;14.24;129054.60;241397.76
150.00;14.27;129055.30;241459.47
150.00;14.42;129059.50;241755.87
150.00;14.45;129060.36;241805.41
150.00;14.46;129060.79;241828.90
150.00;14.48;129061.43;241863.11
150.00;14.49;129061.75;241880.12
150.00;14.49;129061.90;241887.99
150.00;14.51;129062.46;241917.61
150.00;14.51;129062.71;241930.60
150.00;14.56;129064.25;242010.96
150.00;14.62;129066.91;242139.14
150.00;14.64;129067.44;242163.45
150.00;14.66;129068.27;242201.91
150.00;14.69;129069.54;242260.83
150.00;14.78;129073.14;242425.38
150.00;14.78;129073.38;242435.98
150.00;14.85;129076.57;242575.95
150.00;14.87;129077.31;242608.78
150.00;14.90;129078.50;242661.06
150.00;14.90;129078.64;242667.17
150.00;14.94;129080.44;242743.58
150.00;14.95;129080.55;242748.12
150.00;15.00;129082.86;242842.32
150.00;15.01;129083.32;242861.22
150.00;15.04;129085.00;242929.89
150.00;15.05;129085.46;242948.85
150.00;15.08;129086.74;243001.52
150.00;15.15;129090.09;243130.81
150.00;15.15;129090.34;243139.67
150.00;15.17;129091.43;243177.01
150.00;15.21;129093.33;243241.62
150.00;15.23;129094.27;243273.50
150.00;15.27;129096.52;243347.34
150.00;15.27;129096.69;243353.11
150.00;15.27;129096.91;243360.07
150.00;15.28;129097.34;243374.28
150.00;15.31;129098.93;243426.71
150.00;15.32;129099.89;243458.31
150.00;15.33;129100.34;243472.97
150.00;15.34;129100.78;243487.78
150.00;15.36;129102.04;243529.08
150.00;15.38;129103.00;243560.94
150.00;15.39;129103.56;243579.60
150.00;15.40;129104.17;243599.52
150.00;15.41;129104.60;243613.78
150.00;15.41;129104.61;243614.18
150.00;15.43;129105.65;243647.97
150.00;15.44;129106.24;243667.06
150.00;15.57;129114.12;243919.94
150.00;15.58;129114.31;243925.96
150.00;15.60;129115.50;243964.08
150.00;15.60;129115.87;243976.09
150.00;15.61;129116.09;243983.17
150.00;15.66;129118.90;244072.33
150.00;15.67;129119.57;244093.45
150.00;15.67;129119.90;244103.98
150.00;15.70;129121.45;244152.77
150.00;15.72;129122.93;244199.12
150.00;15.74;129123.63;244220.75
150.00;15.75;129124.63;244251.67
150.00;15.76;129125.28;244271.29
150.00;15.78;129126.38;244304.29
150.00;15.78;129126.47;244306.95
150.00;15.80;129127.43;244336.03
150.00;15.82;129128.60;244371.38
150.00;15.84;129129.70;244404.48
150.00;15.85;129130.84;244438.63
150.00;15.89;129133.12;244507.02
150.00;15.90;129133.87;244529.69
150.00;15.92;129135.09;244566.47
150.00;15.98;129138.44;244667.16
150.00;16.01;129140.24;244721.59
150.00;16.01;129140.56;244731.25
150.00;16.03;129141.74;244766.52
150.00;16.06;129143.39;244816.26
150.00;16.08;129144.39;244846.44
150.00;16.08;129144.66;244854.43
150.00;16.09;129144.87;244860.91
150.00;16.10;129145.56;244881.64
150.00;16.11;129146.27;244903.05
150.00;16.13;129147.51;244940.58
150.00;16.14;129148.01;244955.51
150.00;16.15;129149.01;244985.31
150.00;16.18;129150.87;245039.53
150.00;16.19;129151.56;245059.44
150.00;16.19;129151.57;245059.69
150.00;16.25;129155.07;245157.51
150.00;16.25;129155.33;245164.61
150.00;16.26;129155.54;245170.28
150.00;16.27;129156.54;245197.85
150.00;16.29;129158.06;245238.33
150.00;16.34;129161.48;245326.36
150.00;16.37;129163.47;245376.42
150.00;16.37;129163.74;245383.14
150.00;16.41;129166.48;245451.90
150.00;16.43;129167.56;245479.03
150.00;16.43;129167.59;245479.79
150.00;16.43;129167.96;245489.21
150.00;16.44;129168.27;245496.94
150.00;16.46;129169.88;245537.56
150.00;16.47;129170.54;245553.99
150.00;16.47;129170.62;245556.15
150.00;16.50;129172.57;245605.14
150.00;16.52;129174.04;245642.30
150.00;16.52;129174.43;245652.04
150.00;16.54;129175.52;245679.51
150.00;16.55;129176.51;245704.11
150.00;16.57;129177.99;245740.85
150.00;16.60;129179.97;245788.01
150.00;16.63;129182.27;245841.95
150.00;16.67;129185.31;245911.68
150.00;16.68;129186.54;245940.06
150.00;16.69;129187.56;245963.13
150.00;16.72;129189.47;246006.43
150.00;16.73;129190.17;246022.36
150.00;16.74;129191.18;246045.11
150.00;16.77;129193.29;246092.77
150.00;16.79;129195.16;246134.98
150.00;16.79;129195.16;246135.08
150.00;16.79;129195.42;246140.93
150.00;16.80;129195.49;246142.64
150.00;16.80;129195.87;246150.97
150.00;16.80;129196.02;246154.26
150.00;16.80;129196.16;246157.33
150.00;16.80;129196.25;246159.41
150.00;16.81;129196.31;246160.76
150.00;16.81;129196.81;246171.69
150.00;16.83;129198.63;246211.70
150.00;16.84;129198.93;246218.28
150.00;16.85;129200.07;246243.16
150.00;16.88;129202.69;246299.80
150.00;16.90;129203.80;246323.40
150.00;16.92;129205.92;246368.30
150.00;16.93;129206.74;246385.53
150.00;17.02;129214.25;246542.23
150.00;17.03;129214.75;246552.72
150.00;17.04;129216.16;246582.06
150.00;17.06;129217.37;246607.20
150.00;17.09;129219.82;246658.15
150.00;17.09;129220.44;246670.92
150.00;17.10;129221.19;246686.61
150.00;17.11;129221.86;246700.56
150.00;17.13;129223.71;246739.04
150.00;17.19;129228.48;246837.49
150.00;17.20;129229.35;246855.22
150.00;17.21;129230.47;246878.17
150.00;17.22;129231.29;246894.83
150.00;17.24;129233.01;246929.56
150.00;17.26;129234.92;246968.17
150.00;17.27;129235.41;246977.88
150.00;17.27;129235.69;246983.68
150.00;17.30;129238.36;247036.93
150.00;17.37;129244.51;247158.95
150.00;17.37;129244.78;247164.31
150.00;17.37;129245.03;247169.40
150.00;17.41;129247.93;247226.69
150.00;17.45;129252.09;247307.96
150.00;17.48;129254.26;247350.30
150.00;17.54;129259.84;247459.26
150.00;17.59;129263.89;247538.60
150.00;17.62;129266.55;247589.51
150.00;17.62;129267.44;247606.45
150.00;17.63;129268.31;247622.70
150.00;17.65;129269.54;247645.42
150.00;17.67;129271.80;247687.23
150.00;17.70;129274.23;247732.15
150.00;17.73;129277.28;247788.61
150.00;17.73;129277.39;247790.65
150.00;17.74;129278.06;247803.00
150.00;17.75;129279.30;247825.88
150.00;17.76;129280.01;247838.75
150.00;17.77;129281.57;247866.89
150.00;17.83;129287.15;247967.50
150.00;17.84;129288.19;247986.23
150.00;17.85;129289.11;248002.66
150.00;17.87;129291.20;248039.77
150.00;17.89;129292.48;248062.51
150.00;17.90;129293.70;248083.98
150.00;17.92;129295.29;248112.28
150.00;17.94;129297.20;248146.12
150.00;17.94;129297.76;248156.00
150.00;17.95;129298.33;248166.05
150.00;17.95;129298.40;248167.40
150.00;17.98;129301.68;248225.56
150.00;18.00;129303.43;248256.55
150.00;18.01;129304.36;248273.16
150.00;18.04;129307.19;248323.09
150.00;18.10;129313.18;248423.47
150.00;18.12;129315.48;248461.18
150.00;18.16;129320.22;248538.20
150.00;18.17;129320.85;248548.30
150.00;18.20;129324.00;248599.36
150.00;18.20;129324.46;248606.91
150.00;18.21;129324.60;248609.08
150.00;18.21;129324.85;248613.13
150.00;18.24;129327.76;248660.29
150.00;18.25;129329.03;248680.85
150.00;18.26;129330.27;248701.08
150.00;18.27;129331.10;248714.47
150.00;18.30;129335.09;248778.91
150.00;18.33;129337.81;248822.63
150.00;18.34;129338.65;248835.97
150.00;18.34;129339.03;248842.14
150.00;18.39;129343.72;248916.56
150.00;18.40;129344.81;248934.00
150.00;18.42;129347.19;248971.88
150.00;18.42;129347.69;248979.83
150.00;18.42;129347.87;248982.55
150.00;18.46;129352.13;249050.40
150.00;18.47;129352.98;249063.93
150.00;18.50;129355.90;249110.56
150.00;18.53;129358.70;249155.20
150.00;18.55;129361.70;249202.91
150.00;18.56;129362.72;249219.22
150.00;18.58;129363.91;249238.32
150.00;18.59;129365.62;249265.58
150.00;18.62;129368.35;249309.12
150.00;18.66;129372.38;249373.54
150.00;18.66;129372.56;249376.46
150.00;18.66;129372.73;249379.12
150.00;18.66;129373.35;249389.07
150.00;18.67;129374.01;249399.59
150.00;18.67;129374.08;249400.83
150.00;18.67;129374.09;249400.84
150.00;18.70;129376.67;249441.88
150.00;18.70;129377.51;249455.04
150.00;18.71;129378.47;249470.19
150.00;18.72;129378.83;249475.89
150.00;18.73;129380.33;249499.29
150.00;18.74;129381.44;249516.44
150.00;18.78;129386.04;249587.62
150.00;18.82;129390.57;249656.56
150.00;18.84;129391.90;249676.71
150.00;18.84;129392.47;249685.25
150.00;18.90;129398.58;249777.75
150.00;18.95;129404.18;249862.42
150.00;18.95;129404.52;249867.45
150.00;19.00;129410.03;249948.99
150.00;19.01;129410.84;249960.97
150.00;19.03;129413.74;250003.82
150.00;19.05;129415.88;250035.48
150.00;19.07;129417.91;250065.57
150.00;19.07;129418.22;250070.13
150.00;19.16;129428.93;250225.35
150.00;19.19;129431.66;250264.38
150.00;19.20;129433.07;250284.61
150.00;19.20;129433.13;250285.48
150.00;19.20;129433.65;250292.91
150.00;19.22;129434.95;250311.68
150.00;19.22;129435.18;250314.86
150.00;19.26;129440.01;250383.98
150.00;19.27;129440.80;250395.09
150.00;19.27;129441.21;250400.88
150.00;19.28;129442.84;250423.98
150.00;19.30;129444.96;250453.93
150.00;19.35;129450.73;250534.15
150.00;19.35;129450.96;250537.38
150.00;19.36;129451.30;250542.01
150.00;19.38;129454.00;250579.50
150.00;19.39;129455.81;250604.42
150.00;19.44;129461.80;250685.39
150.00;19.44;129462.03;250688.60
150.00;19.45;129463.02;250701.92
150.00;19.48;129466.55;250749.69
150.00;19.50;129468.56;250776.94
150.00;19.63;129484.17;250988.64
150.00;19.66;129487.73;251036.92
150.00;19.66;129487.98;251040.28
150.00;19.67;129489.25;251057.61
150.00;19.67;129489.70;251063.71
150.00;19.68;129490.42;251073.50
150.00;19.72;129494.81;251132.49
150.00;19.80;129504.76;251265.20
150.00;19.83;129508.55;251314.92
150.00;19.84;129509.77;251330.58
150.00;19.88;129514.65;251392.96
150.00;19.88;129514.74;251394.13
150.00;19.89;129516.00;251410.12
150.00;19.92;129519.83;251459.06
150.00;19.95;129524.73;251521.46
150.00;19.98;129528.05;251563.79
150.00;19.99;129529.10;251577.24
150.00;19.99;129529.66;251584.35
150.00;20.01;129531.62;251609.36
150.00;20.07;129539.48;251708.80
150.00;20.10;129542.82;251750.67
150.00;20.12;129545.89;251789.16
150.00;20.15;129549.11;251829.60
150.00;20.15;129549.82;251838.46
150.00;20.16;129550.34;251845.01
150.00;20.18;129553.49;251884.50
150.00;20.18;129553.84;251888.87
150.00;20.20;129556.46;251921.84
150.00;20.22;129558.29;251944.74
150.00;20.22;129558.75;251950.53
150.00;20.22;129559.06;251954.46
150.00;20.23;129559.36;251958.19
150.00;20.25;129562.03;251991.77
150.00;20.27;129564.47;252022.32
150.00;20.29;129567.12;252055.72
150.00;20.30;129568.56;252073.75
150.00;20.32;129571.32;252108.31
150.00;20.32;129571.54;252111.10
150.00;20.34;129574.07;252142.78
150.00;20.34;129574.28;252145.35
150.00;20.36;129576.67;252175.34
150.00;20.37;129577.83;252189.77
150.00;20.38;129579.37;252209.10
150.00;20.43;129584.97;252279.26
150.00;20.44;129586.57;252299.30
150.00;20.47;129590.04;252342.84
150.00;20.48;129591.36;252359.32
150.00;20.51;129595.93;252415.79
150.00;20.55;129601.11;252478.86
150.00;20.55;129601.20;252479.90
150.00;20.59;129606.30;252540.99
150.00;20.59;129606.41;252542.26
150.00;20.60;129606.92;252548.36
150.00;20.61;129609.44;252578.24
150.00;20.62;129609.68;252581.18
150.00;20.63;129611.01;252596.96
150.00;20.63;129611.28;252600.13
150.00;20.64;129612.41;252613.56
150.00;20.65;129614.18;252634.50
150.00;20.66;129615.93;252655.16
150.00;20.67;129616.19;252658.26
150.00;20.68;129617.64;252675.23
150.00;20.69;129619.31;252694.76
150.00;20.70;129620.23;252705.50
150.00;20.74;129625.90;252771.55
150.00;20.76;129629.13;252808.67
150.00;20.77;129631.01;252830.38
150.00;20.79;129632.62;252848.86
150.00;20.79;129633.07;252854.10
150.00;20.81;129636.33;252891.71
150.00;20.87;129644.48;252985.69
150.00;20.92;129650.58;253055.30
150.00;20.93;129651.99;253071.18
150.00;20.94;129654.07;253094.75
150.00;20.94;129654.18;253095.93
150.00;20.96;129656.24;253119.24
150.00;20.97;129657.27;253130.92
150.00;20.97;129657.87;253137.64
150.00;21.03;129666.36;253233.63
150.00;21.04;129667.43;253245.78
150.00;21.06;129669.70;253271.39
150.00;21.09;129673.93;253318.57
150.00;21.13;129680.22;253387.51
150.00;21.14;129681.70;253403.50
150.00;21.14;129681.98;253406.59
150.00;21.15;129683.70;253425.15
150.00;21.16;129683.91;253427.37
150.00;21.18;129686.74;253457.92
150.00;21.18;129687.47;253465.80
150.00;21.19;129688.95;253481.74
150.00;21.20;129690.66;253500.14
150.00;21.23;129694.52;253541.83
150.00;21.28;129702.33;253626.12
150.00;21.29;129703.62;253640.03
150.00;21.30;129704.29;253647.24
150.00;21.32;129707.85;253685.66
150.00;21.35;129711.58;253725.98
150.00;21.35;129711.76;253727.95
150.00;21.35;129711.91;253729.56
150.00;21.38;129715.75;253771.03
150.00;21.39;129717.50;253789.88
150.00;21.39;129717.59;253790.90
150.00;21.41;129720.15;253818.55
150.00;21.41;129720.48;253822.19
150.00;21.42;129722.22;253840.96
150.00;21.43;129723.11;253850.53
150.00;21.44;129724.43;253864.83
150.00;21.45;129725.33;253874.63
150.00;21.47;129728.36;253907.26
150.00;21.47;129728.62;253910.09
150.00;21.52;129736.00;253989.66
150.00;21.53;129736.64;253996.58
150.00;21.54;129739.45;254026.93
150.00;21.55;129739.53;254027.72
150.00;21.56;129741.11;254044.83
150.00;21.58;129744.33;254079.42
150.00;21.59;129745.36;254090.49
150.00;21.59;129745.93;254096.57
150.00;21.61;129748.21;254121.07
150.00;21.62;129749.71;254137.27
150.00;21.63;129751.19;254153.17
150.00;21.66;129756.21;254207.14
150.00;21.68;129758.58;254232.74
150.00;21.69;129760.75;254256.03
150.00;21.70;129761.27;254261.67
150.00;21.70;129762.21;254271.77
150.00;21.73;129766.00;254312.60
150.00;21.75;129768.18;254335.92
150.00;21.77;129772.10;254377.63
150.00;21.79;129774.54;254403.74
150.00;21.79;129774.97;254408.27
150.00;21.80;129775.24;254411.11
150.00;21.80;129776.22;254421.63
150.00;21.81;129777.23;254432.37
150.00;21.82;129778.14;254441.97
150.00;21.83;129779.40;254455.14
150.00;21.85;129782.59;254488.67
150.00;21.85;129782.96;254492.56
150.00;21.86;129783.66;254499.90
150.00;21.87;129785.34;254517.48
150.00;21.87;129785.62;254520.45
150.00;21.89;129788.29;254548.43
150.00;21.89;129788.43;254549.95
150.00;21.89;129788.60;254551.67
150.00;21.89;129789.43;254560.41
150.00;21.95;129797.04;254640.39
150.00;21.97;129799.56;254666.84
150.00;21.98;129801.46;254686.84
150.00;21.98;129802.17;254694.19
150.00;21.99;129803.34;254706.50
150.00;22.04;129809.73;254773.28
150.00;22.04;129810.37;254779.97
150.00;22.10;129818.75;254866.58
150.00;22.10;129818.83;254867.37
150.00;22.10;129819.11;254870.25
150.00;22.10;129819.32;254872.42
150.00;22.11;129820.36;254882.90
150.00;22.12;129822.48;254904.42
150.00;22.13;129823.96;254919.32
150.00;22.14;129824.42;254924.00
150.00;22.14;129825.32;254933.02
150.00;22.16;129827.69;254957.03
150.00;22.16;129828.69;254967.08
150.00;22.20;129834.44;255024.90
150.00;22.24;129839.83;255079.11
150.00;22.24;129840.38;255084.67
150.00;22.26;129842.97;255110.69
150.00;22.28;129845.61;255137.24
150.00;22.30;129848.10;255162.31
150.00;22.30;129848.86;255169.94
150.00;22.32;129851.91;255200.47
150.00;22.32;129852.34;255204.78
150.00;22.34;129854.61;255227.61
150.00;22.34;129854.81;255229.54
150.00;22.35;129856.74;255248.90
150.00;22.36;129857.18;255253.38
150.00;22.36;129857.45;255256.02
150.00;22.36;129858.17;255263.12
150.00;22.37;129859.92;255280.52
150.00;22.39;129862.77;255308.74
150.00;22.41;129864.76;255328.41
150.00;22.44;129869.11;255371.53
150.00;22.44;129869.55;255375.89
150.00;22.46;129873.41;255414.23
150.00;22.47;129874.80;255428.00
150.00;22.48;129876.28;255442.67
150.00;22.50;129879.28;255472.32
150.00;22.51;129879.92;255478.65
150.00;22.52;129881.19;255491.25
150.00;22.53;129883.61;255515.20
150.00;22.54;129884.55;255524.49
150.00;22.54;129885.05;255529.42
150.00;22.55;129886.07;255539.47
150.00;22.55;129886.25;255541.27
150.00;22.56;129888.43;255562.60
150.00;22.58;129891.24;255590.18
150.00;22.60;129893.45;255611.83
150.00;22.60;129893.47;255612.05
150.00;22.61;129894.61;255623.20
150.00;22.62;129897.23;255648.95
150.00;22.63;129898.06;255657.05
150.00;22.64;129899.30;255669.23
150.00;22.67;129904.67;255721.88
150.00;22.68;129905.09;255726.00
150.00;22.74;129915.45;255826.98
150.00;22.77;129918.67;255858.11
150.00;22.78;129921.13;255881.85
150.00;22.79;129922.70;255897.03
150.00;22.80;129923.66;255906.32
150.00;22.80;129923.94;255909.02
150.00;22.80;129924.00;255909.58
150.00;22.84;129929.23;255959.96
150.00;22.84;129930.17;255969.06
150.00;22.85;129932.22;255988.81
150.00;22.86;129932.24;255989.00
150.00;22.86;129932.31;255989.68
150.00;22.88;129935.30;256018.42
150.00;22.89;129937.72;256041.80
150.00;22.92;129941.51;256078.09
150.00;22.92;129941.97;256082.51
150.00;22.93;129944.13;256102.93
150.00;22.93;129944.41;256105.62
150.00;22.96;129947.89;256138.31
150.00;22.98;129950.87;256166.14
150.00;22.98;129951.87;256175.45
150.00;22.98;129951.96;256176.31
150.00;22.99;129953.52;256190.86
150.00;23.00;129954.48;256199.85
150.00;23.02;129956.90;256222.32
150.00;23.03;129959.67;256248.04
150.00;23.03;129959.73;256248.63
150.00;23.06;129964.37;256291.78
150.00;23.14;129975.61;256396.41
150.00;23.14;129976.20;256401.91
150.00;23.14;129976.44;256404.16
150.00;23.16;129979.59;256433.13
150.00;23.17;129981.39;256449.71
150.00;23.17;129981.44;256450.17
150.00;23.21;129987.55;256506.45
150.00;23.22;129989.08;256520.51
150.00;23.26;129995.09;256575.90
150.00;23.28;129998.09;256603.55
150.00;23.28;129999.07;256612.51
150.00;23.29;129999.59;256617.31
150.00;23.30;130002.14;256640.87
150.00;23.31;130003.12;256649.87
150.00;23.31;130003.15;256650.12
150.00;23.32;130003.98;256657.82
150.00;23.34;130007.16;256687.12
150.00;23.34;130007.36;256689.00
150.00;23.35;130009.30;256706.87
150.00;23.36;130011.19;256724.26
150.00;23.38;130013.41;256744.75
150.00;23.40;130017.26;256780.25
150.00;23.49;130030.24;256899.61
150.00;23.50;130032.00;256915.65
150.00;23.51;130034.59;256939.12
150.00;23.53;130036.96;256960.75
150.00;23.55;130040.71;256994.77
150.00;23.55;130041.03;256997.67
150.00;23.56;130041.49;257001.88
150.00;23.56;130042.33;257009.48
150.00;23.57;130043.20;257017.42
150.00;23.57;130043.80;257022.87
150.00;23.59;130047.01;257051.86
150.00;23.59;130047.40;257055.42
150.00;23.63;130053.14;257107.37
150.00;23.63;130053.23;257108.24
150.00;23.63;130053.28;257108.69
150.00;23.65;130056.23;257135.35
150.00;23.67;130059.73;257166.84
150.00;23.70;130064.42;257208.53
150.00;23.72;130067.02;257231.38
150.00;23.72;130067.40;257234.74
150.00;23.73;130068.15;257241.36
150.00;23.76;130074.24;257294.51
150.00;23.79;130078.67;257332.79
150.00;23.79;130078.94;257335.08
150.00;23.79;130079.30;257338.21
150.00;23.80;130080.38;257347.50
150.00;23.83;130085.82;257393.89
150.00;23.85;130088.71;257418.49
150.00;23.87;130091.15;257439.16
150.00;23.87;130091.44;257441.63
150.00;23.87;130092.10;257447.20
150.00;23.88;130093.60;257459.92
150.00;23.92;130099.86;257512.89
150.00;23.95;130105.19;257558.01
150.00;23.96;130106.05;257565.32
150.00;23.96;130107.25;257575.47
150.00;23.96;130107.51;257577.67
150.00;23.97;130108.68;257587.59
150.00;23.97;130109.18;257591.75
150.00;23.98;130110.36;257601.68
150.00;23.99;130111.59;257612.12
150.00;23.99;130112.09;257616.31
150.00;24.00;130112.82;257622.51
150.00;24.00;130113.17;257625.39
150.00;24.02;130116.13;257650.41
150.00;24.03;130117.89;257665.20
150.00;24.05;130121.24;257693.51
150.00;24.05;130122.33;257702.68
150.00;24.06;130123.27;257710.57
150.00;24.07;130125.79;257731.84
150.00;24.09;130128.38;257753.75
150.00;24.10;130129.38;257762.16
150.00;24.10;130129.67;257764.62
150.00;24.12;130133.22;257794.58
150.00;24.13;130134.52;257805.51
150.00;24.13;130135.47;257813.57
150.00;24.14;130136.74;257824.25
150.00;24.15;130138.64;257840.36
150.00;24.16;130139.23;257845.31
150.00;24.18;130143.91;257884.83
150.00;24.19;130144.84;257892.64
150.00;24.19;130145.32;257896.74
150.00;24.22;130150.35;257939.21
150.00;24.23;130151.18;257946.21
150.00;24.26;130155.82;257984.55
150.00;24.28;130159.38;258013.84
150.00;24.29;130160.84;258025.85
150.00;24.29;130162.30;258037.81
150.00;24.30;130162.73;258041.38
150.00;24.32;130167.12;258077.38
150.00;24.35;130172.37;258120.55
150.00;24.36;130172.75;258123.68
150.00;24.37;130175.04;258142.52
150.00;24.38;130176.35;258153.28
150.00;24.39;130178.56;258171.42
150.00;24.41;130182.47;258203.56
150.00;24.42;130182.65;258205.08
150.00;24.44;130185.96;258232.23
150.00;24.44;130186.39;258235.76
150.00;24.46;130190.52;258269.75
150.00;24.47;130191.07;258274.26
150.00;24.47;130192.21;258283.68
150.00;24.49;130195.01;258306.63
150.00;24.53;130202.60;258368.84
150.00;24.54;130203.22;258373.91
150.00;24.54;130203.72;258377.96
150.00;24.54;130203.76;258378.28
150.00;24.54;130203.85;258379.00
150.00;24.55;130205.51;258392.46
150.00;24.56;130207.63;258409.47
150.00;24.57;130209.06;258420.95
150.00;24.58;130210.63;258433.50
150.00;24.59;130211.96;258444.21
150.00;24.59;130212.70;258450.11
150.00;24.60;130213.78;258458.76
150.00;24.63;130218.05;258492.82
150.00;24.66;130223.26;258534.13
150.00;24.67;130225.08;258548.38
150.00;24.67;130226.00;258555.61
150.00;24.68;130227.53;258567.64
150.00;24.70;130231.70;258600.29
150.00;24.75;130240.29;258667.36
150.00;24.80;130247.58;258724.16
150.00;24.80;130247.80;258725.92
150.00;24.80;130249.06;258735.72
150.00;24.81;130250.39;258746.07
150.00;24.85;130257.22;258799.32
150.00;24.87;130260.64;258825.77
150.00;24.88;130262.25;258838.24
150.00;24.91;130267.21;258876.57
150.00;24.91;130268.18;258884.06
150.00;24.92;130268.78;258888.70
150.00;24.92;130269.79;258896.53
150.00;24.93;130270.76;258903.99
150.00;24.93;130271.71;258911.40
150.00;24.94;130272.84;258920.11
150.00;24.95;130274.72;258934.63
150.00;24.97;130277.82;258958.61
150.00;24.97;130278.28;258962.18
150.00;24.97;130278.92;258967.14
150.00;24.98;130279.26;258969.78
150.00;25.03;130288.06;259037.80
150.00;25.03;130288.10;259038.15
150.00;25.05;130291.63;259065.45
150.00;25.05;130292.39;259071.35
150.00;25.06;130293.34;259078.67
150.00;25.06;130293.73;259081.72
150.00;25.06;130294.09;259084.45
150.00;25.07;130295.28;259093.69
150.00;25.08;130297.55;259111.25
150.00;25.11;130302.38;259148.54
150.00;25.11;130302.63;259150.52
150.00;25.11;130302.87;259152.35
150.00;25.12;130303.47;259156.96
150.00;25.12;130303.88;259160.14
150.00;25.13;130306.35;259178.96
150.00;25.14;130307.04;259184.22
150.00;25.15;130308.76;259197.29
150.00;25.19;130315.60;259249.44
150.00;25.19;130316.39;259255.42
150.00;25.19;130316.77;259258.31
150.00;25.19;130317.02;259260.25
150.00;25.20;130317.85;259266.58
150.00;25.20;130318.70;259273.07
150.00;25.23;130323.56;259309.89
150.00;25.23;130323.67;259310.73
150.00;25.26;130328.73;259348.72
150.00;25.26;130328.97;259350.52
150.00;25.27;130330.37;259361.08
150.00;25.29;130333.31;259383.13
150.00;25.30;130335.02;259395.92
150.00;25.32;130339.85;259432.14
150.00;25.36;130346.37;259480.98
150.00;25.36;130347.38;259488.55
150.00;25.37;130347.43;259488.94
150.00;25.38;130349.27;259502.77
150.00;25.38;130350.35;259510.87
150.00;25.40;130353.06;259531.11
150.00;25.48;130367.49;259639.28
150.00;25.49;130370.29;259660.20
150.00;25.51;130372.23;259674.70
150.00;25.52;130375.30;259697.62
150.00;25.54;130378.25;259719.72
150.00;25.54;130378.31;259720.14
