azimuth_angle;tilt_angle;weighted_energy_mismatch_kWh;total_energy_production_kWh
150.00;25.54;130378.54;259721.89
150.00;25.54;130378.54;259721.89
150.00;25.54;130378.60;259722.34
150.00;25.54;130378.91;259724.59
150.00;25.55;130379.21;259726.85
150.00;25.57;130383.37;259757.99
150.00;25.61;130390.24;259809.17
150.00;25.62;130391.62;259819.48
150.00;25.65;130398.42;259870.23
150.00;25.66;130399.16;259875.69
150.00;25.67;130401.35;259892.05
150.00;25.71;130407.52;259938.10
150.00;25.71;130408.46;259945.09
150.00;25.72;130409.43;259952.30
150.00;25.72;130409.94;259956.12
150.00;25.74;130413.19;259980.37
150.00;25.75;130415.95;260000.93
150.00;25.80;130423.75;260059.15
150.00;25.83;130429.26;260100.23
150.00;25.83;130429.97;260105.57
150.00;25.84;130430.23;260107.48
150.00;25.89;130438.84;260171.75
150.00;25.89;130439.62;260177.56
150.00;25.89;130440.48;260183.98
150.00;25.94;130447.57;260236.76
150.00;25.94;130448.14;260240.96
150.00;25.95;130449.63;260251.92
150.00;25.96;130451.19;260263.32
150.00;25.97;130453.46;260279.92
150.00;25.97;130454.44;260287.04
150.00;25.98;130454.82;260289.87
150.00;25.98;130455.50;260294.78
150.00;25.99;130457.32;260308.08
150.00;26.04;130465.34;260366.70
150.00;26.05;130467.68;260383.82
150.00;26.08;130472.53;260419.26
150.00;26.10;130476.02;260444.71
150.00;26.11;130479.04;260466.58
150.00;26.13;130481.73;260486.17
150.00;26.14;130484.33;260504.99
150.00;26.17;130489.78;260544.44
150.00;26.17;130489.85;260544.94
150.00;26.19;130491.84;260559.25
150.00;26.20;130493.46;260570.95
150.00;26.20;130494.48;260578.31
150.00;26.22;130497.19;260597.79
150.00;26.22;130498.65;260608.30
150.00;26.23;130499.45;260614.06
150.00;26.23;130500.06;260618.39
150.00;26.27;130507.31;260670.55
150.00;26.28;130509.02;260682.89
150.00;26.31;130514.17;260719.92
150.00;26.31;130514.23;260720.33
150.00;26.32;130515.64;260730.51
150.00;26.34;130519.54;260758.58
150.00;26.35;130520.80;260767.63
150.00;26.37;130524.07;260791.11
150.00;26.38;130525.83;260803.78
150.00;26.39;130527.39;260815.04
150.00;26.39;130528.29;260821.50
150.00;26.41;130531.53;260844.80
150.00;26.45;130537.74;260889.47
150.00;26.45;130538.12;260892.16
150.00;26.45;130539.03;260898.69
150.00;26.46;130540.42;260908.73
150.00;26.48;130543.64;260931.83
150.00;26.49;130545.20;260943.00
150.00;26.53;130553.59;261002.97
150.00;26.54;130554.19;261007.25
150.00;26.54;130554.29;261008.00
150.00;26.55;130556.42;261023.20
150.00;26.56;130558.24;261036.06
150.00;26.57;130559.07;261041.96
150.00;26.58;130562.36;261065.11
150.00;26.58;130562.39;261065.30
150.00;26.59;130563.39;261072.35
150.00;26.62;130568.01;261104.79
150.00;26.63;130571.21;261127.21
150.00;26.65;130574.52;261150.27
150.00;26.68;130578.75;261179.57
150.00;26.69;130582.04;261202.27
150.00;26.71;130584.90;261222.08
150.00;26.71;130585.82;261228.46
150.00;26.73;130588.45;261246.67
150.00;26.76;130593.33;261280.45
150.00;26.76;130594.53;261288.71
150.00;26.78;130597.86;261311.78
150.00;26.78;130598.56;261316.61
150.00;26.79;130599.56;261323.52
150.00;26.80;130600.80;261332.05
150.00;26.82;130604.50;261357.44
150.00;26.86;130612.47;261412.04
150.00;26.87;130614.43;261425.52
150.00;26.87;130614.71;261427.44
150.00;26.88;130616.50;261439.67
150.00;26.90;130618.65;261454.44
150.00;26.91;130622.11;261478.18
150.00;26.94;130626.58;261508.51
150.00;26.94;130626.72;261509.50
150.00;26.95;130627.89;261517.43
150.00;26.96;130630.24;261533.37
150.00;26.96;130630.70;261536.47
150.00;26.97;130632.90;261551.38
150.00;26.99;130635.40;261568.24
150.00;27.02;130641.59;261610.04
150.00;27.02;130641.65;261610.46
150.00;27.03;130643.59;261623.57
150.00;27.03;130643.70;261624.29
150.00;27.04;130645.22;261634.60
150.00;27.05;130646.62;261644.04
150.00;27.05;130646.89;261645.85
150.00;27.06;130648.05;261653.69
150.00;27.06;130648.77;261658.54
150.00;27.06;130649.51;261663.53
150.00;27.07;130651.12;261674.31
150.00;27.12;130660.07;261733.84
150.00;27.16;130666.60;261777.13
150.00;27.16;130666.81;261778.54
150.00;27.16;130668.06;261786.83
150.00;27.16;130668.07;261786.92
150.00;27.17;130668.24;261788.05
150.00;27.18;130670.31;261801.76
150.00;27.19;130672.34;261815.23
150.00;27.19;130673.61;261823.61
150.00;27.20;130674.11;261826.93
150.00;27.21;130676.33;261841.70
150.00;27.22;130678.94;261858.97
150.00;27.23;130679.62;261863.51
150.00;27.23;130680.64;261870.23
150.00;27.25;130684.14;261893.39
150.00;27.26;130685.43;261901.85
150.00;27.27;130687.34;261914.40
150.00;27.27;130688.37;261921.13
150.00;27.30;130693.37;261953.95
150.00;27.31;130695.42;261967.33
150.00;27.32;130696.83;261976.58
150.00;27.34;130701.42;262006.63
150.00;27.34;130701.54;262007.46
150.00;27.37;130706.93;262042.68
150.00;27.37;130707.08;262043.66
150.00;27.38;130708.80;262054.92
150.00;27.39;130710.33;262064.90
150.00;27.40;130711.71;262073.87
150.00;27.40;130712.04;262076.04
150.00;27.40;130712.40;262078.36
150.00;27.41;130714.24;262090.36
150.00;27.42;130716.56;262105.50
150.00;27.43;130718.12;262115.73
150.00;27.45;130721.31;262136.51
150.00;27.45;130722.04;262141.28
150.00;27.47;130725.48;262163.58
150.00;27.48;130727.17;262174.48
150.00;27.48;130727.51;262176.68
150.00;27.48;130727.64;262177.54
150.00;27.49;130729.22;262187.62
150.00;27.51;130732.12;262206.23
150.00;27.53;130735.92;262230.61
150.00;27.53;130736.74;262235.85
150.00;27.54;130738.46;262246.89
150.00;27.55;130739.34;262252.51
150.00;27.55;130739.59;262254.10
150.00;27.55;130740.94;262262.79
150.00;27.56;130742.02;262269.68
150.00;27.56;130742.52;262272.91
150.00;27.57;130743.56;262279.58
150.00;27.58;130745.19;262290.05
150.00;27.58;130745.62;262292.82
150.00;27.59;130746.88;262300.87
150.00;27.60;130749.91;262320.26
150.00;27.61;130750.62;262324.80
150.00;27.61;130750.74;262325.52
150.00;27.62;130753.22;262341.32
150.00;27.62;130753.95;262345.98
150.00;27.64;130756.15;262359.97
150.00;27.64;130757.54;262368.82
150.00;27.65;130758.47;262374.70
150.00;27.65;130758.99;262378.02
150.00;27.66;130760.39;262386.96
150.00;27.68;130764.54;262413.35
150.00;27.68;130764.97;262416.10
150.00;27.70;130768.05;262435.63
150.00;27.71;130770.37;262450.38
150.00;27.72;130771.65;262458.54
150.00;27.73;130774.08;262473.96
150.00;27.75;130777.84;262497.80
150.00;27.77;130781.86;262523.24
150.00;27.79;130784.53;262540.15
150.00;27.80;130786.41;262552.04
150.00;27.80;130786.91;262555.22
150.00;27.81;130788.23;262563.60
150.00;27.82;130790.16;262575.82
150.00;27.82;130790.71;262579.32
150.00;27.82;130790.73;262579.42
150.00;27.87;130801.32;262646.26
150.00;27.88;130801.83;262649.49
150.00;27.88;130803.05;262657.17
150.00;27.89;130804.88;262668.76
150.00;27.91;130807.46;262685.01
150.00;27.92;130809.78;262699.56
150.00;27.92;130810.03;262701.16
150.00;27.94;130813.75;262724.35
150.00;27.95;130814.64;262729.88
150.00;28.00;130824.28;262789.87
150.00;28.04;130831.95;262837.49
150.00;28.05;130834.49;262853.27
150.00;28.05;130835.20;262857.73
150.00;28.06;130836.84;262867.90
150.00;28.07;130837.91;262874.49
150.00;28.09;130842.05;262900.03
150.00;28.09;130842.24;262901.24
150.00;28.09;130842.35;262901.89
150.00;28.11;130845.90;262923.79
150.00;28.11;130846.36;262926.64
150.00;28.11;130846.42;262927.03
150.00;28.11;130846.52;262927.64
150.00;28.12;130848.71;262941.02
150.00;28.13;130850.57;262952.38
150.00;28.14;130851.24;262956.46
150.00;28.15;130853.50;262970.28
150.00;28.21;130864.53;263037.63
150.00;28.21;130866.19;263047.74
150.00;28.23;130869.72;263069.20
150.00;28.25;130873.77;263093.67
150.00;28.25;130873.89;263094.41
150.00;28.26;130875.00;263101.09
150.00;28.26;130875.44;263103.78
150.00;28.27;130877.37;263115.44
150.00;28.29;130880.65;263135.22
150.00;28.31;130884.00;263155.41
150.00;28.31;130885.39;263163.77
150.00;28.32;130885.82;263166.39
150.00;28.32;130885.93;263167.05
150.00;28.34;130890.96;263197.28
150.00;28.35;130892.24;263205.00
150.00;28.36;130894.48;263218.46
150.00;28.39;130899.92;263251.17
150.00;28.43;130908.61;263303.40
150.00;28.46;130913.85;263334.70
150.00;28.47;130916.08;263347.92
150.00;28.51;130924.02;263395.02
150.00;28.54;130928.92;263424.09
150.00;28.54;130929.69;263428.67
150.00;28.55;130930.99;263436.38
150.00;28.56;130932.30;263444.13
150.00;28.57;130934.59;263457.71
150.00;28.57;130935.45;263462.80
150.00;28.57;130935.74;263464.53
150.00;28.59;130938.44;263480.55
150.00;28.59;130939.06;263484.22
150.00;28.59;130939.12;263484.60
150.00;28.59;130939.50;263486.84
150.00;28.60;130940.21;263491.06
150.00;28.61;130942.99;263507.55
150.00;28.61;130943.21;263508.87
150.00;28.63;130947.37;263533.55
150.00;28.65;130949.98;263549.02
150.00;28.65;130951.46;263557.79
150.00;28.67;130954.28;263574.53
150.00;28.71;130962.59;263623.71
150.00;28.74;130967.31;263651.60
150.00;28.75;130969.49;263664.53
150.00;28.75;130970.58;263670.94
150.00;28.78;130975.28;263698.76
150.00;28.78;130975.86;263702.16
150.00;28.79;130976.99;263708.75
150.00;28.79;130977.99;263714.59
150.00;28.81;130981.21;263733.41
150.00;28.83;130985.14;263756.44
150.00;28.83;130986.00;263761.45
150.00;28.84;130987.54;263770.34
150.00;28.87;130992.58;263799.53
150.00;28.91;131000.33;263844.42
150.00;28.91;131000.95;263847.97
150.00;28.91;131001.85;263853.18
150.00;28.92;131003.32;263861.68
150.00;28.92;131003.75;263864.17
150.00;28.93;131005.40;263873.73
150.00;28.95;131009.84;263899.44
150.00;28.97;131013.00;263917.66
150.00;28.98;131015.67;263932.95
150.00;29.02;131022.54;263972.45
150.00;29.02;131022.89;263974.49
150.00;29.05;131028.17;264004.80
150.00;29.06;131030.77;264019.78
150.00;29.06;131031.19;264022.19
150.00;29.08;131033.77;264037.01
150.00;29.08;131034.13;264039.07
150.00;29.11;131039.46;264069.73
150.00;29.11;131039.47;264069.80
150.00;29.11;131040.61;264076.32
150.00;29.12;131042.83;264089.09
150.00;29.13;131044.38;264097.97
150.00;29.18;131054.32;264154.54
150.00;29.18;131054.62;264156.21
150.00;29.19;131056.09;264164.56
150.00;29.22;131062.12;264198.91
150.00;29.23;131063.21;264205.10
150.00;29.25;131068.26;264233.82
150.00;29.27;131071.88;264254.35
150.00;29.30;131076.68;264281.58
150.00;29.30;131077.92;264288.66
150.00;29.33;131083.92;264322.62
150.00;29.34;131085.27;264330.29
150.00;29.35;131088.20;264346.86
150.00;29.37;131091.42;264365.14
150.00;29.37;131091.99;264368.37
150.00;29.39;131094.50;264382.54
150.00;29.41;131098.78;264406.77
150.00;29.41;131099.82;264412.57
150.00;29.42;131100.93;264418.83
150.00;29.45;131107.08;264453.22
150.00;29.45;131107.10;264453.33
150.00;29.46;131108.02;264458.47
150.00;29.46;131108.93;264463.55
150.00;29.48;131112.16;264481.52
150.00;29.48;131113.62;264489.67
150.00;29.50;131116.84;264507.60
150.00;29.51;131119.58;264522.87
150.00;29.53;131123.65;264545.52
150.00;29.54;131125.39;264555.17
150.00;29.56;131129.14;264576.03
150.00;29.60;131136.00;264614.22
150.00;29.60;131136.87;264619.10
150.00;29.61;131137.96;264625.13
150.00;29.61;131138.74;264629.51
150.00;29.62;131140.49;264639.20
150.00;29.64;131143.96;264658.48
150.00;29.64;131145.01;264664.30
150.00;29.65;131146.54;264672.83
150.00;29.66;131147.82;264679.91
150.00;29.67;131151.21;264698.73
150.00;29.68;131153.26;264710.15
150.00;29.71;131158.55;264739.48
150.00;29.73;131162.27;264760.14
150.00;29.74;131163.41;264766.50
150.00;29.75;131165.52;264778.19
150.00;29.75;131166.78;264785.20
150.00;29.75;131166.90;264785.82
150.00;29.77;131169.19;264798.50
150.00;29.78;131171.44;264810.88
150.00;29.82;131178.93;264852.21
150.00;29.83;131181.80;264868.07
150.00;29.83;131181.85;264868.32
150.00;29.84;131183.68;264878.45
150.00;29.84;131184.35;264882.12
150.00;29.88;131191.89;264923.75
150.00;29.89;131193.04;264930.03
150.00;29.94;131204.11;264990.57
150.00;29.97;131208.80;265016.05
150.00;29.99;131213.01;265038.80
150.00;30.01;131218.27;265067.18
150.00;30.03;131221.61;265085.23
150.00;30.04;131222.35;265089.24
150.00;30.05;131224.80;265102.43
150.00;30.11;131238.13;265173.71
150.00;30.11;131238.28;265174.48
150.00;30.14;131242.44;265196.52
150.00;30.14;131243.97;265204.61
150.00;30.15;131244.83;265209.11
150.00;30.15;131245.70;265213.72
150.00;30.17;131249.35;265232.95
150.00;30.18;131251.83;265245.97
150.00;30.20;131254.77;265261.41
150.00;30.21;131256.73;265271.68
150.00;30.25;131265.69;265318.57
150.00;30.25;131266.53;265322.97
150.00;30.25;131266.61;265323.40
150.00;30.26;131267.19;265326.40
150.00;30.26;131268.55;265333.51
150.00;30.30;131276.35;265374.29
150.00;30.30;131276.77;265376.47
150.00;30.32;131280.29;265394.89
150.00;30.32;131280.51;265396.00
150.00;30.33;131282.17;265404.71
150.00;30.33;131282.56;265406.72
150.00;30.34;131284.41;265416.41
150.00;30.36;131288.27;265436.33
150.00;30.36;131288.67;265438.37
150.00;30.38;131291.24;265451.63
150.00;30.39;131293.16;265461.53
150.00;30.39;131293.97;265465.67
150.00;30.41;131298.14;265487.16
150.00;30.41;131298.49;265488.98
150.00;30.44;131303.41;265514.34
150.00;30.45;131306.59;265530.66
150.00;30.46;131308.75;265541.70
150.00;30.46;131308.91;265542.55
150.00;30.46;131309.39;265544.96
150.00;30.50;131316.93;265583.55
150.00;30.50;131317.58;265586.83
150.00;30.51;131317.71;265587.50
150.00;30.51;131318.63;265592.22
150.00;30.51;131319.38;265596.03
150.00;30.52;131319.81;265598.20
150.00;30.54;131323.80;265618.37
150.00;30.55;131327.28;265635.99
150.00;30.55;131327.67;265637.96
150.00;30.56;131328.10;265640.13
150.00;30.57;131330.90;265654.35
150.00;30.59;131336.00;265680.12
150.00;30.64;131344.53;265723.25
150.00;30.64;131346.39;265732.61
150.00;30.68;131353.19;265766.73
150.00;30.70;131358.24;265792.02
150.00;30.72;131360.96;265805.61
150.00;30.73;131364.77;265824.65
150.00;30.74;131365.64;265829.02
150.00;30.77;131372.40;265862.84
150.00;30.77;131372.75;265864.59
150.00;30.80;131377.50;265888.34
150.00;30.84;131386.34;265932.56
150.00;30.84;131387.40;265937.82
150.00;30.84;131387.60;265938.84
150.00;30.85;131389.17;265946.70
150.00;30.86;131390.77;265954.67
150.00;30.86;131391.20;265956.86
150.00;30.88;131394.15;265971.59
150.00;30.89;131396.16;265981.64
150.00;30.89;131397.19;265986.78
150.00;30.90;131397.98;265990.74
150.00;30.90;131398.69;265994.26
150.00;30.92;131403.84;266019.95
150.00;30.94;131406.81;266034.73
150.00;30.95;131409.66;266048.91
150.00;30.96;131410.79;266054.53
150.00;30.96;131411.01;266055.62
150.00;30.96;131411.99;266060.46
150.00;30.96;131412.20;266061.52
150.00;30.98;131414.68;266073.86
150.00;30.99;131417.57;266088.14
150.00;31.02;131423.46;266117.14
150.00;31.05;131429.86;266148.25
150.00;31.06;131432.96;266163.35
150.00;31.07;131434.74;266172.00
150.00;31.11;131441.69;266205.67
150.00;31.13;131445.73;266225.07
150.00;31.14;131449.51;266243.21
150.00;31.15;131449.99;266245.50
150.00;31.16;131453.47;266262.19
150.00;31.16;131453.48;266262.27
150.00;31.16;131453.85;266264.03
150.00;31.17;131454.35;266266.44
150.00;31.20;131461.75;266301.90
150.00;31.21;131464.26;266313.94
150.00;31.22;131466.07;266322.60
150.00;31.23;131468.26;266333.08
150.00;31.26;131474.64;266363.39
150.00;31.27;131475.99;266369.81
150.00;31.27;131477.07;266374.94
150.00;31.28;131477.47;266376.87
150.00;31.29;131480.24;266390.02
150.00;31.30;131482.20;266399.34
150.00;31.30;131482.35;266400.03
150.00;31.30;131483.15;266403.82
150.00;31.31;131483.96;266407.67
150.00;31.31;131484.89;266412.11
150.00;31.33;131488.26;266428.12
150.00;31.33;131489.32;266433.16
150.00;31.37;131496.67;266468.02
150.00;31.39;131502.11;266493.85
150.00;31.40;131503.45;266500.23
150.00;31.41;131505.71;266510.89
150.00;31.43;131509.95;266530.83
150.00;31.44;131512.08;266540.84
150.00;31.44;131512.21;266541.45
150.00;31.47;131518.52;266570.95
150.00;31.49;131523.83;266595.72
150.00;31.50;131523.92;266596.15
150.00;31.50;131524.63;266599.45
150.00;31.51;131525.99;266605.77
150.00;31.57;131539.93;266670.69
150.00;31.58;131541.15;266676.39
150.00;31.59;131544.37;266691.36
150.00;31.60;131545.80;266698.00
150.00;31.62;131549.83;266716.63
150.00;31.62;131549.92;266717.05
150.00;31.64;131555.62;266743.41
150.00;31.66;131558.74;266757.83
150.00;31.67;131562.06;266773.10
150.00;31.67;131562.12;266773.40
150.00;31.68;131562.69;266776.00
150.00;31.68;131563.20;266778.36
150.00;31.68;131563.68;266780.54
150.00;31.69;131565.13;266787.19
150.00;31.70;131566.61;266794.03
150.00;31.71;131569.45;266807.07
150.00;31.72;131570.89;266813.65
150.00;31.74;131575.82;266836.29
150.00;31.76;131579.68;266854.00
150.00;31.81;131590.30;266902.72
150.00;31.81;131591.68;266909.04
150.00;31.82;131592.28;266911.81
150.00;31.83;131594.14;266920.36
150.00;31.83;131595.99;266928.82
150.00;31.83;131596.06;266929.14
150.00;31.84;131596.97;266933.30
150.00;31.85;131598.91;266942.22
150.00;31.85;131599.11;266943.13
150.00;31.85;131600.22;266948.21
150.00;31.86;131600.94;266951.53
150.00;31.86;131602.06;266956.65
150.00;31.87;131602.78;266959.96
150.00;31.87;131603.17;266961.70
150.00;31.93;131617.00;267024.81
150.00;31.94;131618.44;267031.34
150.00;31.98;131626.50;267067.91
150.00;31.98;131626.65;267068.61
150.00;31.99;131628.23;267075.76
150.00;31.99;131628.25;267075.85
150.00;31.99;131630.16;267084.53
150.00;32.00;131630.91;267087.93
150.00;32.01;131633.74;267100.77
150.00;32.02;131636.52;267113.34
150.00;32.04;131639.40;267126.39
150.00;32.04;131640.41;267130.94
150.00;32.05;131641.69;267136.69
150.00;32.05;131641.70;267136.75
150.00;32.09;131651.41;267180.55
150.00;32.11;131654.94;267196.44
150.00;32.11;131655.19;267197.56
150.00;32.12;131656.16;267201.93
150.00;32.14;131660.94;267223.43
150.00;32.15;131664.05;267237.44
150.00;32.16;131664.50;267239.42
150.00;32.17;131667.81;267254.32
150.00;32.20;131673.39;267279.44
150.00;32.20;131674.83;267285.90
150.00;32.21;131675.16;267287.37
150.00;32.23;131679.36;267306.25
150.00;32.23;131679.62;267307.37
150.00;32.23;131681.17;267314.32
150.00;32.25;131683.61;267325.23
150.00;32.25;131685.13;267331.99
150.00;32.27;131688.20;267345.72
150.00;32.27;131688.77;267348.26
150.00;32.28;131690.95;267358.01
150.00;32.31;131697.38;267386.72
150.00;32.33;131700.53;267400.78
150.00;32.34;131703.20;267412.68
150.00;32.36;131707.37;267431.27
150.00;32.37;131710.62;267445.70
150.00;32.40;131717.30;267475.31
150.00;32.41;131719.01;267482.84
150.00;32.42;131719.71;267485.91
150.00;32.44;131724.39;267506.53
150.00;32.47;131731.20;267536.48
150.00;32.48;131734.07;267549.14
150.00;32.49;131734.71;267551.94
150.00;32.51;131739.09;267571.22
